test_returned_won_episode,test_returned_episode_returns,_runtime,returned_episode_lengths,returned_episode_returns,qvals,returned_won_episode,grad_steps,test_returned_episode,loss,update_steps,test_returned_episode_lengths,_step,env_step,_timestamp,returned_episode
0.006259780842810869,0.6885940432548523,178.489001275,32.083335876464844,0.2667192220687866,0.7871661186218262,0.0,2560,1.0,0.41168683767318726,351,68.72613525390625,350,539136.0,1746158864.367119,0.014322916977107525
0.006259780842810869,0.6885940432548523,186.524294125,32.05859375,0.21980993449687958,0.8063804507255554,0.0,2720,1.0,0.40616652369499207,371,68.72613525390625,370,569856.0,1746158872.4024813,0.015625
0.006259780842810869,0.6885940432548523,190.138980462,31.79427146911621,0.24181947112083435,0.8012062311172485,0.0,2792,1.0,0.3811456561088562,380,68.72613525390625,379,583680.0,1746158876.0171597,0.014322916977107525
0.006259780842810869,0.6885940432548523,193.356456235,32.05729293823242,0.22266051173210144,0.7881211042404175,0.0,2856,1.0,0.3679472506046295,388,68.72613525390625,387,595968.0,1746158879.2346437,0.014322916977107525
0.006259780842810869,0.6885940432548523,202.597300416,32.04296875,0.27161887288093567,0.7827383279800415,0.0,3040,1.0,0.3426997661590576,411,68.72613525390625,410,631296.0,1746158888.4754984,0.01497395895421505
0.006259780842810869,0.6885940432548523,203.05731209,31.631511688232422,0.24228054285049438,0.7662713527679443,0.0,3048,1.0,0.3381199538707733,412,68.72613525390625,411,632832.0,1746158888.9353335,0.013671875
0.006259780842810869,0.6885940432548523,209.083691645,32.16666793823242,0.21064314246177673,0.7237762212753296,0.0,3168,1.0,0.31357860565185547,427,68.72613525390625,426,655872.0,1746158894.961857,0.013671875
0.006259780842810869,0.6885940432548523,211.091815579,31.76692771911621,0.16007201373577118,0.7411429286003113,0.0,3208,1.0,0.180430606007576,432,68.72613525390625,431,663552.0,1746158896.970002,0.015625
0.006259780842810869,0.6885940432548523,211.493721741,31.885417938232422,0.14826127886772156,0.7033825516700745,0.0,3216,1.0,0.10407338291406631,433,68.72613525390625,432,665088.0,1746158897.3718555,0.01497395895421505
0.006259780842810869,0.6885940432548523,219.121838897,32.184898376464844,0.2448098063468933,0.6946241855621338,0.0,3368,1.0,0.10086163878440857,452,68.72613525390625,451,694272.0,1746158905.000029,0.01497395895421505
0.006259780842810869,0.6885940432548523,225.545535186,31.98046875,0.19066691398620605,0.7585877180099487,0.0,3496,1.0,0.09302471578121185,468,68.72613525390625,467,718848.0,1746158911.4236996,0.014322916977107525
0.006259780842810869,0.6885940432548523,225.948606499,31.88671875,0.16368359327316284,0.745621919631958,0.0,3504,1.0,0.09462656080722809,469,68.72613525390625,468,720384.0,1746158911.8267956,0.01497395895421505
0.006259780842810869,0.6885940432548523,229.967202252,32.10807418823242,0.15816034376621246,0.7708653211593628,0.0,3584,1.0,0.08343158662319183,479,68.72613525390625,478,735744.0,1746158915.8453817,0.012369791977107525
0.006259780842810869,0.6885940432548523,231.978361819,31.43489646911621,0.1385394185781479,0.7728458046913147,0.0,3624,1.0,0.16061031818389893,484,68.72613525390625,483,743424.0,1746158917.8565578,0.014322916977107525
0.006259780842810869,0.6885940432548523,234.789369505,31.98958396911621,0.1740298569202423,0.7904848456382751,0.0,3680,1.0,0.14242812991142273,491,68.72613525390625,490,754176.0,1746158920.667532,0.014322916977107525
0.006259780842810869,0.6885940432548523,241.619820523,30.80208396911621,0.12092145532369614,0.7321716547012329,0.0,3816,1.0,0.11476117372512817,508,68.72613525390625,507,780288.0,1746158927.497897,0.014322916977107525
0.006259780842810869,0.6885940432548523,248.449654297,31.25130271911621,0.10604733228683472,0.5988155007362366,0.0,3952,1.0,0.09443505853414536,525,68.72613525390625,524,806400.0,1746158934.3278482,0.01171875
0.006259780842810869,0.6885940432548523,254.877709799,31.97395896911621,0.10724564641714096,0.5964294672012329,0.0,4080,1.0,0.12776681780815125,541,68.72613525390625,540,830976.0,1746158940.7559376,0.012369791977107525
0.006259780842810869,0.6885940432548523,258.8934822,31.967449188232422,0.0674450695514679,0.5696276426315308,0.0,4160,1.0,0.39445555210113525,551,68.72613525390625,550,846336.0,1746158944.771658,0.014322916977107525
0.006259780842810869,0.6885940432548523,264.518332654,32.19140625,0.12784568965435028,0.4464336335659027,0.0,4272,1.0,0.15461194515228271,565,68.72613525390625,564,867840.0,1746158950.3965292,0.014322916977107525
0.006259780842810869,0.6885940432548523,273.761750055,31.322917938232422,0.05389166995882988,0.4030117988586426,0.0,4456,1.0,0.1272256076335907,588,68.72613525390625,587,903168.0,1746158959.6399438,0.014322916977107525
0.006259780842810869,0.6885940432548523,278.178561921,31.873699188232422,0.04618082568049431,0.3745470941066742,0.0,4544,1.0,0.133006289601326,599,68.72613525390625,598,920064.0,1746158964.0567484,0.013671875
0.006259780842810869,0.6885940432548523,281.793743153,30.83984375,0.07229017466306686,0.32368749380111694,0.0,4616,1.0,0.10095424950122833,608,68.72613525390625,607,933888.0,1746158967.6719127,0.013671875
0.006259780842810869,0.6885940432548523,287.014359789,32.04296875,0.050665855407714844,0.3415374755859375,0.0,4720,1.0,0.16913732886314392,621,68.72613525390625,620,953856.0,1746158972.8925343,0.01302083395421505
0.006259780842810869,0.6885940432548523,291.835549256,32.015625,0.05159104987978935,0.40288814902305603,0.0,4816,1.0,0.2031407654285431,633,68.72613525390625,632,972288.0,1746158977.7137258,0.012369791977107525
0.006259780842810869,0.6885940432548523,292.236972265,31.748699188232422,0.045202162116765976,0.3334707021713257,0.0,4824,1.0,0.20743271708488464,634,68.72613525390625,633,973824.0,1746158978.115153,0.01171875
0.006259780842810869,0.6885940432548523,292.638320494,31.861980438232422,0.04103539511561394,0.3515697717666626,0.0,4832,1.0,0.1368366777896881,635,68.72613525390625,634,975360.0,1746158978.516501,0.015625
0.0,0.017498333007097244,301.584445662,31.920574188232422,0.020701294764876366,0.2958035469055176,0.0,5008,1.0,0.2673673629760742,657,59.39264678955078,656,1009152.0,1746158987.462631,0.01302083395421505
0.0,0.017498333007097244,308.008295612,31.647136688232422,0.03199927508831024,0.35410284996032715,0.0,5136,1.0,0.20010699331760406,673,59.39264678955078,672,1033728.0,1746158993.8864963,0.013671875
0.0,0.017498333007097244,312.428111,30.8671875,0.03786007687449455,0.17651741206645966,0.0,5224,1.0,0.28861114382743835,684,59.39264678955078,683,1050624.0,1746158998.306298,0.014322916977107525
0.0,0.017498333007097244,312.829532557,32.15625,0.06131618469953537,0.18959613144397736,0.0,5232,1.0,0.32552865147590637,685,59.39264678955078,684,1052160.0,1746158998.707709,0.008463541977107525
0.0,0.017498333007097244,313.230950397,29.994792938232422,0.04023698717355728,0.19332799315452576,0.0,5240,1.0,0.3181431293487549,686,59.39264678955078,685,1053696.0,1746158999.1091335,0.010416666977107525
0.0,0.017498333007097244,326.888378764,31.32421875,0.04825310409069061,0.10974575579166412,0.0,5512,1.0,0.2593112587928772,720,59.39264678955078,719,1105920.0,1746159012.7665644,0.01497395895421505
0.0,0.017498333007097244,328.092634108,31.5703125,0.03275967389345169,0.13683782517910004,0.0,5536,1.0,0.3691284656524658,723,59.39264678955078,722,1110528.0,1746159013.9708073,0.015625
0.0,0.017498333007097244,328.494179739,30.85286521911621,0.03410692140460014,0.14797896146774292,0.0,5544,1.0,0.4548209309577942,724,59.39264678955078,723,1112064.0,1746159014.3723757,0.01497395895421505
0.0,0.017498333007097244,331.309580822,31.05989646911621,0.052620645612478256,0.14961005747318268,0.0,5600,1.0,0.349305659532547,731,59.39264678955078,730,1122816.0,1746159017.1877751,0.01106770895421505
0.0,0.017498333007097244,335.727403798,31.26692771911621,0.033059727400541306,0.20798185467720032,0.0,5688,1.0,0.27738431096076965,742,59.39264678955078,741,1139712.0,1746159021.6055806,0.00911458395421505
0.0,0.017498333007097244,346.577240932,32.265625,0.05911679193377495,0.20774292945861816,0.0,5904,1.0,0.19005036354064941,769,59.39264678955078,768,1181184.0,1746159032.4554398,0.013671875
0.0,0.017498333007097244,356.212455443,30.921875,0.0733986422419548,0.3449403643608093,0.0,6096,1.0,0.16979359090328217,793,59.39264678955078,792,1218048.0,1746159042.0906448,0.010416666977107525
0.0,0.017498333007097244,357.817615738,30.13671875,0.05106007680296898,0.32394564151763916,0.0,6128,1.0,0.13886860013008118,797,59.39264678955078,796,1224192.0,1746159043.6958163,0.00911458395421505
0.0,0.017498333007097244,372.679285552,31.514324188232422,0.10295914858579636,0.2431628704071045,0.0,6424,1.0,0.1911066770553589,834,59.39264678955078,833,1281024.0,1746159058.5574794,0.013671875
0.0,0.017498333007097244,373.883220911,31.859375,0.06556108593940735,0.27696657180786133,0.0,6448,1.0,0.1876409649848938,837,59.39264678955078,836,1285632.0,1746159059.7614315,0.009765625
0.0,0.017498333007097244,377.918569935,31.158855438232422,0.15565598011016846,0.20563074946403503,0.0,6528,1.0,0.10420643538236618,847,59.39264678955078,846,1300992.0,1746159063.7967494,0.012369791977107525
0.0,0.017498333007097244,381.130042357,32.31510543823242,0.21444855630397797,0.17167046666145325,0.0,6592,1.0,0.08250591903924942,855,59.39264678955078,854,1313280.0,1746159067.008225,0.012369791977107525
0.0,0.017498333007097244,381.531646577,32.063804626464844,0.18565873801708221,0.15663401782512665,0.0,6600,1.0,0.08675994724035263,856,59.39264678955078,855,1314816.0,1746159067.4098148,0.012369791977107525
0.0,0.017498333007097244,381.933355585,32.140625,0.10758517682552338,0.17072689533233643,0.0,6608,1.0,0.08196350187063217,857,59.39264678955078,856,1316352.0,1746159067.8115413,0.01171875
0.0,0.017498333007097244,382.335091674,32.091148376464844,0.1675175428390503,0.15414589643478394,0.0,6616,1.0,0.08419305086135864,858,59.39264678955078,857,1317888.0,1746159068.213263,0.012369791977107525
0.0,0.017498333007097244,386.751990421,32.26041793823242,0.1849469393491745,0.12516219913959503,0.0,6704,1.0,0.08179711550474167,869,59.39264678955078,868,1334784.0,1746159072.6302054,0.012369791977107525
0.0,0.017498333007097244,388.762182541,31.826824188232422,0.15790851414203644,0.1390996277332306,0.0,6744,1.0,0.07945752143859863,874,59.39264678955078,873,1342464.0,1746159074.6403873,0.014322916977107525
0.0,0.017498333007097244,389.56541146,31.194011688232422,0.09531235694885254,0.15724466741085052,0.0,6760,1.0,0.08695337176322937,876,59.39264678955078,875,1345536.0,1746159075.443589,0.012369791977107525
0.0,0.017498333007097244,391.176850164,31.89192771911621,0.15454557538032532,0.1457100510597229,0.0,6792,1.0,0.07895680516958237,880,59.39264678955078,879,1351680.0,1746159077.0550218,0.012369791977107525
0.0,0.017498333007097244,406.438711032,31.858074188232422,0.22333607077598572,0.01809282787144184,0.0,7096,1.0,0.056153878569602966,918,59.39264678955078,917,1410048.0,1746159092.3168871,0.012369791977107525
0.0,0.017498333007097244,410.054548755,32.328125,0.2145073115825653,0.06897461414337158,0.0,7168,1.0,0.07401138544082642,927,59.39264678955078,926,1423872.0,1746159095.9327276,0.01497395895421505
0.0,0.017498333007097244,411.663779048,29.68880271911621,0.1704874038696289,0.05999603122472763,0.0,7200,1.0,0.06969022750854492,931,59.39264678955078,930,1430016.0,1746159097.5419502,0.013671875
0.0,0.017498333007097244,412.868606045,31.02864646911621,0.21639689803123474,0.05682336166501045,0.0,7224,1.0,0.03877566382288933,934,59.39264678955078,933,1434624.0,1746159098.7467952,0.01302083395421505
0.0,0.017498333007097244,416.884097464,30.631511688232422,0.2148214429616928,0.05454263091087341,0.0,7304,1.0,0.042945194989442825,944,59.39264678955078,943,1449984.0,1746159102.762295,0.01171875
0.0,0.017498333007097244,424.517484032,30.428386688232422,0.2475547045469284,0.029525358229875565,0.0,7456,1.0,0.04188743978738785,963,59.39264678955078,962,1479168.0,1746159110.395671,0.012369791977107525
0.0,0.017498333007097244,428.934165429,32.21484375,0.28232166171073914,0.00488192867487669,0.0,7544,1.0,0.03961169719696045,974,59.39264678955078,973,1496064.0,1746159114.812354,0.012369791977107525
0.0,0.5427939295768738,444.293509333,32.149742126464844,0.28728052973747253,0.06814569979906082,0.0,7848,1.0,0.0374625027179718,1012,63.53324890136719,1011,1554432.0,1746159130.1716971,0.008463541977107525
0.0,0.5427939295768738,446.702002725,31.48958396911621,0.29705512523651123,0.06092781573534012,0.0,7896,1.0,0.032684408128261566,1018,63.53324890136719,1017,1563648.0,1746159132.5801818,0.008463541977107525
0.0,0.5427939295768738,449.913387238,31.393230438232422,0.2994861602783203,0.13981574773788452,0.0,7960,1.0,0.027733467519283295,1026,63.53324890136719,1025,1575936.0,1746159135.7915788,0.00911458395421505
0.0,0.5427939295768738,454.737156341,31.069011688232422,0.29561981558799744,0.1304755061864853,0.0,8056,1.0,0.026079824194312096,1038,63.53324890136719,1037,1594368.0,1746159140.6153524,0.010416666977107525
0.0,0.5427939295768738,471.200249056,30.25130271911621,0.37117326259613037,0.10592027008533478,0.0345052108168602,8384,1.0,0.024116195738315582,1079,63.53324890136719,1078,1657344.0,1746159157.0784402,0.01106770895421505
0.0,0.5427939295768738,474.411231189,31.057292938232422,0.3743056058883667,0.12872323393821716,0.0364583358168602,8448,1.0,0.02552085556089878,1087,63.53324890136719,1086,1669632.0,1746159160.2894292,0.008463541977107525
0.0,0.5427939295768738,480.435372956,30.40234375,0.34239310026168823,0.1089392676949501,0.0,8568,1.0,0.026507209986448288,1102,63.53324890136719,1101,1692672.0,1746159166.313545,0.01171875
0.0,0.5427939295768738,489.268391419,28.89192771911621,0.3059436082839966,0.18821077048778534,0.0,8744,1.0,0.03431360423564911,1124,63.53324890136719,1123,1726464.0,1746159175.1465797,0.008463541977107525
0.0,0.5427939295768738,496.092231256,30.46875,0.3238636553287506,0.09129120409488678,0.0,8880,1.0,0.021330922842025757,1141,63.53324890136719,1140,1752576.0,1746159181.9704175,0.008463541977107525
0.0,0.5427939295768738,500.10802669,31.697917938232422,0.3963261842727661,0.08079180866479874,0.03515625,8960,1.0,0.026330092921853065,1151,63.53324890136719,1150,1767936.0,1746159185.9861662,0.010416666977107525
0.0,0.5427939295768738,500.50980035,29.920574188232422,0.34584492444992065,0.09128642082214355,0.0201822929084301,8968,1.0,0.01750287599861622,1152,63.53324890136719,1151,1769472.0,1746159186.3879247,0.008463541977107525
0.0,0.5427939295768738,500.911481866,31.4609375,0.43351468443870544,0.08666690438985825,0.0670572966337204,8976,1.0,0.020661022514104843,1153,63.53324890136719,1152,1771008.0,1746159186.7896726,0.00911458395421505
0.0,0.5427939295768738,504.12296255,32.1015625,0.3934246897697449,0.10956232994794846,0.037109375,9040,1.0,0.01865859515964985,1161,63.53324890136719,1160,1783296.0,1746159190.0011332,0.008463541977107525
0.0,0.5427939295768738,508.53782427,30.16015625,0.3166969418525696,0.1444668024778366,0.0,9128,1.0,0.035986222326755524,1172,63.53324890136719,1171,1800192.0,1746159194.4160063,0.0078125
0.0,0.5427939295768738,523.399639372,31.787761688232422,0.3625663220882416,0.13845327496528625,0.0,9424,1.0,0.027088578790426254,1209,63.53324890136719,1208,1857024.0,1746159209.2778268,0.00911458395421505
0.0,0.5427939295768738,524.202201962,30.467449188232422,0.4215850234031677,0.12149646133184433,0.0891927108168602,9440,1.0,0.02377893216907978,1211,63.53324890136719,1210,1860096.0,1746159210.0803883,0.00911458395421505
0.0,0.5427939295768738,531.832002447,30.01953125,0.4214952886104584,0.187586709856987,0.0787760466337204,9592,1.0,0.034382157027721405,1230,63.53324890136719,1229,1889280.0,1746159217.7102067,0.008463541977107525
0.0,0.5427939295768738,532.63481048,30.60546875,0.37392866611480713,0.2086251825094223,0.0390625,9608,1.0,0.038524970412254333,1232,63.53324890136719,1231,1892352.0,1746159218.513005,0.0078125
0.0,0.5427939295768738,535.043057557,31.752605438232422,0.3585430085659027,0.18639497458934784,0.0,9656,1.0,0.03642868623137474,1238,63.53324890136719,1237,1901568.0,1746159220.9211006,0.008463541977107525
0.0,0.5427939295768738,553.937564713,30.12239646911621,0.405599445104599,0.21140575408935547,0.0696614608168602,10032,1.0,0.03312022238969803,1285,63.53324890136719,1284,1973760.0,1746159239.8157597,0.00911458395421505
0.1325966715812683,0.9694920182228088,560.861443143,27.83333396911621,0.38694342970848083,0.1909904032945633,0.099609375,10168,0.9999999403953552,0.034149378538131714,1302,76.04788208007812,1301,1999872.0,1746159246.7396555,0.008463541977107525
0.1325966715812683,0.9694920182228088,570.497686458,31.32942771911621,0.31768518686294556,0.08327348530292511,0.0,10360,0.9999999403953552,0.045496970415115356,1326,76.04788208007812,1325,2036736.0,1746159256.3758442,0.008463541977107525
0.1325966715812683,0.9694920182228088,582.945632144,29.79427146911621,0.3069453239440918,0.12679001688957214,0.0,10608,0.9999999403953552,0.045301541686058044,1357,76.04788208007812,1356,2084352.0,1746159268.823814,0.0078125
0.1325966715812683,0.9694920182228088,598.613338883,30.861980438232422,0.3169254660606384,0.11522984504699707,0.0,10920,0.9999999403953552,0.041892409324645996,1396,76.04788208007812,1395,2144256.0,1746159284.4915159,0.008463541977107525
0.1325966715812683,0.9694920182228088,619.497643522,28.553386688232422,0.31510111689567566,0.15082859992980957,0.0201822929084301,11336,0.9999999403953552,0.0567936934530735,1448,76.04788208007812,1447,2224128.0,1746159305.375812,0.0078125
0.1325966715812683,0.9694920182228088,620.702633927,31.54427146911621,0.38860881328582764,0.13391226530075073,0.041015625,11360,0.9999999403953552,0.0563059002161026,1451,76.04788208007812,1450,2228736.0,1746159306.580804,0.008463541977107525
0.1325966715812683,0.9694920182228088,622.709743465,30.16536521911621,0.29919350147247314,0.125703826546669,0.0,11400,0.9999999403953552,0.08908645063638687,1456,76.04788208007812,1455,2236416.0,1746159308.587947,0.0078125
0.1325966715812683,0.9694920182228088,623.11122826,29.87630271911621,0.3737330138683319,0.14887408912181854,0.0638020858168602,11408,0.9999999403953552,0.07666951417922974,1457,76.04788208007812,1456,2237952.0,1746159308.989395,0.0078125
0.1325966715812683,0.9694920182228088,629.53335396,30.3515625,0.2965889573097229,0.22472676634788513,0.0,11536,0.9999999403953552,0.06414173543453217,1473,76.04788208007812,1472,2262528.0,1746159315.4115305,0.0078125
0.1325966715812683,0.9694920182228088,630.741090241,28.97786521911621,0.2829097509384155,0.20831163227558136,0.0,11560,0.9999999403953552,0.07582215964794159,1476,76.04788208007812,1475,2267136.0,1746159316.6192622,0.0078125
0.1325966715812683,0.9694920182228088,637.166675535,30.666667938232422,0.3856383264064789,0.270152747631073,0.0572916679084301,11688,0.9999999403953552,0.09832851588726044,1492,76.04788208007812,1491,2291712.0,1746159323.0448632,0.008463541977107525
0.1325966715812683,0.9694920182228088,655.240544773,28.18880271911621,0.3606923818588257,0.10610861331224442,0.064453125,12048,0.9999999403953552,0.09723463654518127,1537,76.04788208007812,1536,2360832.0,1746159341.118711,0.0078125
0.1325966715812683,0.9694920182228088,668.893822751,27.580730438232422,0.461058109998703,0.027274115011096,0.1575520932674408,12320,0.9999999403953552,0.08307911455631256,1571,76.04788208007812,1570,2413056.0,1746159354.7720056,0.0078125
0.1325966715812683,0.9694920182228088,681.751740882,28.046875,0.5116242170333862,-0.10196714848279953,0.1901041716337204,12576,0.9999999403953552,0.11135770380496979,1603,76.04788208007812,1602,2462208.0,1746159367.629904,0.0078125
0.1325966715812683,0.9694920182228088,688.176007275,27.796875,0.4037437438964844,-0.10370858013629913,0.1119791716337204,12704,0.9999999403953552,0.17512285709381104,1619,76.04788208007812,1618,2486784.0,1746159374.054188,0.0078125
0.1325966715812683,0.9694920182228088,688.97891143,27.94661521911621,0.382087767124176,-0.13987518846988678,0.0891927108168602,12720,0.9999999403953552,0.12618416547775269,1621,76.04788208007812,1620,2489856.0,1746159374.8571048,0.0078125
0.3048543632030487,1.21318781375885,698.320209,28.3828125,0.46312278509140015,-0.23963169753551483,0.1393229216337204,12904,0.9999999403953552,0.1622772514820099,1644,87.99805450439453,1643,2525184.0,1746159384.1983864,0.0078125
0.3048543632030487,1.21318781375885,699.926416624,26.358074188232422,0.31220686435699463,-0.28765514492988586,0.0455729179084301,12936,0.9999999403953552,0.13270729780197144,1648,87.99805450439453,1647,2531328.0,1746159385.804588,0.0078125
0.3048543632030487,1.21318781375885,700.729427441,28.721355438232422,0.5078496932983398,-0.24350357055664062,0.1725260466337204,12952,0.9999999403953552,0.1459488570690155,1650,87.99805450439453,1649,2534400.0,1746159386.607595,0.0078125
0.3048543632030487,1.21318781375885,705.145621427,26.326824188232422,0.4509527385234833,-0.2743661105632782,0.1549479216337204,13040,0.9999999403953552,0.11791051924228668,1661,87.99805450439453,1660,2551296.0,1746159391.0238163,0.008463541977107525
0.3048543632030487,1.21318781375885,707.556663643,29.29036521911621,0.49529966711997986,-0.2773178815841675,0.15625,13088,0.9999999403953552,0.18563300371170044,1667,87.99805450439453,1666,2560512.0,1746159393.434864,0.00911458395421505
0.3048543632030487,1.21318781375885,720.815982038,26.10286521911621,0.3457869291305542,-0.27369558811187744,0.0735677108168602,13352,0.9999999403953552,0.15940359234809875,1700,87.99805450439453,1699,2611200.0,1746159406.6941814,0.0078125
0.3048543632030487,1.21318781375885,733.685507931,27.986980438232422,0.42609211802482605,-0.6436572074890137,0.1360677182674408,13608,0.9999999403953552,0.15610477328300476,1732,87.99805450439453,1731,2660352.0,1746159419.563689,0.0078125
