test_returned_won_episode,test_returned_episode_lengths,_step,returned_episode,returned_won_episode,grad_steps,qvals,update_steps,env_step,returned_episode_lengths,test_returned_episode_returns,test_returned_episode,returned_episode_returns,loss,_timestamp,_runtime
0.0,47.5655403137207,1275,0.01692708395421505,0.208984375,9960,-0.48032015562057495,1276,1959936.0,29.43033790588379,0.5666244029998779,1,0.7568293809890747,0.24874114990234375,1746191856.2713006,514.94006059
0.0,47.5655403137207,1287,0.01822916604578495,0.41796875,10056,-0.45713505148887634,1288,1978368.0,29.64388084411621,0.5666244029998779,1,1.0488801002502441,0.2996065616607666,1746191860.7587216,519.427491636
0.5459866523742676,44.058528900146484,1322,0.01888020895421505,0.5078125,10336,-0.5433271527290344,1323,2032128.0,29.87434959411621,1.4562748670578003,1,1.158632755279541,0.32010626792907715,1746191873.8771574,532.545943784
0.5459866523742676,44.058528900146484,1330,0.015625,0.451171875,10400,-0.6356325149536133,1331,2044416.0,29.171875,1.4562748670578003,1,1.0668195486068726,0.30302512645721436,1746191876.85482,535.523593628
0.5459866523742676,44.058528900146484,1337,0.01692708395421505,0.4153645932674408,10456,-0.5469095706939697,1338,2055168.0,29.85677146911621,1.4562748670578003,1,1.0485481023788452,0.3622819185256958,1746191879.459732,538.128500239
0.5459866523742676,44.058528900146484,1341,0.01627604104578495,0.4498697817325592,10488,-0.5787867307662964,1342,2061312.0,29.984375,1.4562748670578003,1,1.0777733325958252,0.3637655973434448,1746191880.948613,539.617442688
0.5459866523742676,44.058528900146484,1344,0.017578125,0.5592448115348816,10512,-0.5645964741706848,1345,2065920.0,29.087890625,1.4562748670578003,1,1.1929588317871094,0.4935242533683777,1746191882.0658042,540.734722074
0.5459866523742676,44.058528900146484,1347,0.01692708395421505,0.478515625,10536,-0.5680934190750122,1348,2070528.0,29.748046875,1.4562748670578003,1,1.0966503620147705,0.5758975744247437,1746191883.1826875,541.85145616
0.5459866523742676,44.058528900146484,1371,0.01888020895421505,0.6380208134651184,10728,-0.4813048541545868,1372,2107392.0,29.38802146911621,1.4562748670578003,1,1.3041242361068726,0.41123291850090027,1746191892.127104,550.795947685
0.5459866523742676,44.058528900146484,1372,0.017578125,0.5885416865348816,10736,-0.46212518215179443,1373,2108928.0,29.263671875,1.4562748670578003,1,1.23984694480896,0.4373204708099365,1746191892.4993541,551.168133416
0.5459866523742676,44.058528900146484,1395,0.01888020895421505,0.5436198115348816,10920,-0.4238913655281067,1396,2144256.0,29.236328125,1.4562748670578003,1,1.1938410997390747,0.46813052892684937,1746191901.0618694,559.730638295
0.5459866523742676,44.058528900146484,1396,0.017578125,0.515625,10928,-0.41841503977775574,1397,2145792.0,29.28255271911621,1.4562748670578003,1,1.1480988264083862,0.42897987365722656,1746191901.4341736,560.102939022
0.5459866523742676,44.058528900146484,1410,0.01888020895421505,0.5794270634651184,11040,-0.43562620878219604,1411,2167296.0,29.18489646911621,1.4562748670578003,1,1.2338346242904663,0.5391219854354858,1746191906.6489422,565.317708447
0.5459866523742676,44.058528900146484,1420,0.017578125,0.548828125,11120,-0.4631829261779785,1421,2182656.0,28.91536521911621,1.4562748670578003,1,1.2092673778533936,0.47039133310317993,1746191910.3717825,569.040563234
0.5459866523742676,44.058528900146484,1425,0.017578125,0.6412760615348816,11160,-0.506756067276001,1426,2190336.0,29.14388084411621,1.4562748670578003,1,1.301725149154663,0.4546387493610382,1746191912.238267,570.907046625
0.5459866523742676,44.058528900146484,1431,0.01692708395421505,0.5130208134651184,11208,-0.48032137751579285,1432,2199552.0,29.71224021911621,1.4562748670578003,1,1.1566925048828125,0.564403772354126,1746191914.4717786,573.140526731
0.5459866523742676,44.058528900146484,1439,0.017578125,0.544921875,11272,-0.45742177963256836,1440,2211840.0,28.578125,1.4562748670578003,1,1.1566047668457031,0.4607533812522888,1746191917.4503694,576.119128683
0.5459866523742676,44.058528900146484,1445,0.01627604104578495,0.5462239384651184,11320,-0.5116563439369202,1446,2221056.0,29.69791603088379,1.4562748670578003,1,1.1897915601730347,0.4903041124343872,1746191919.6836812,578.352455821
0.5459866523742676,44.058528900146484,1446,0.01627604104578495,0.5540364384651184,11328,-0.495180606842041,1447,2222592.0,29.89453125,1.4562748670578003,1,1.1714191436767578,0.47423797845840454,1746191920.0557325,578.724500734
0.5459866523742676,44.058528900146484,1462,0.017578125,0.6022135615348816,11456,-0.4978547692298889,1463,2247168.0,28.51041603088379,1.4562748670578003,1,1.25334632396698,0.4640357494354248,1746191926.0115895,584.680352123
0.5459866523742676,44.058528900146484,1484,0.01888020895421505,0.6015625,11632,-0.41961729526519775,1485,2280960.0,28.97525978088379,1.4562748670578003,1,1.24197256565094,0.47476834058761597,1746191934.2072322,592.875992759
0.5459866523742676,44.058528900146484,1488,0.01627604104578495,0.5891926884651184,11664,-0.4190348982810974,1489,2287104.0,29.82942771911621,1.4562748670578003,1,1.2183462381362915,0.47203779220581055,1746191935.6958075,594.364576014
0.5459866523742676,44.058528900146484,1501,0.01627604104578495,0.53125,11768,-0.40093517303466797,1502,2307072.0,29.46484375,1.4562748670578003,1,1.1455141305923462,0.46714144945144653,1746191940.5422187,599.211111397
0.5459866523742676,44.058528900146484,1518,0.01627604104578495,0.5397135615348816,11904,-0.40931493043899536,1519,2333184.0,29.857421875,1.4562748670578003,1,1.1681020259857178,0.5413973331451416,1746191946.8726842,605.541448531
0.5459866523742676,44.058528900146484,1528,0.01692708395421505,0.630859375,11984,-0.3834734261035919,1529,2348544.0,29.3515625,1.4562748670578003,1,1.288932204246521,0.5219649076461792,1746191950.5979636,609.266717969
0.5459866523742676,44.058528900146484,1535,0.01627604104578495,0.4759114682674408,12040,-0.3721836805343628,1536,2359296.0,30.24739646911621,1.4562748670578003,1,1.0805727243423462,0.43124061822891235,1746191953.2038693,611.87262466
0.5459866523742676,44.058528900146484,1538,0.017578125,0.4973958432674408,12064,-0.39913177490234375,1539,2363904.0,29.20377540588379,1.4562748670578003,1,1.129469394683838,0.4719153046607971,1746191954.3207295,612.989507032
0.5459866523742676,44.058528900146484,1544,0.01888020895421505,0.6100260615348816,12112,-0.41844505071640015,1545,2373120.0,29.50325584411621,1.4562748670578003,1,1.2571483850479126,0.426144540309906,1746191956.5543518,615.223109169
0.5459866523742676,44.058528900146484,1586,0.01627604104578495,0.6015625,12448,-0.4235135316848755,1587,2437632.0,30.13606834411621,1.4562748670578003,1,1.238938808441162,0.46363770961761475,1746191972.1977468,630.866511875
0.5459866523742676,44.058528900146484,1610,0.01692708395421505,0.6380208134651184,12640,-0.35790330171585083,1611,2474496.0,30.02083396911621,1.4562748670578003,1,1.3004101514816284,0.46535733342170715,1746191981.1310565,639.799813341
0.5459866523742676,44.058528900146484,1622,0.015625,0.5559895634651184,12736,-0.37165558338165283,1623,2492928.0,30.36458396911621,1.4562748670578003,1,1.1735676527023315,0.35069215297698975,1746191985.5984447,644.267214641
0.9244768023490906,44.83621597290039,1628,0.01692708395421505,0.5983073115348816,12784,-0.3748507499694824,1629,2502144.0,29.14974021911621,1.9158823490142822,1,1.261061191558838,0.41143798828125,1746191987.917829,646.586593676
0.9244768023490906,44.83621597290039,1635,0.015625,0.560546875,12840,-0.31993433833122253,1636,2512896.0,30.1171875,1.9158823490142822,1,1.2083039283752441,0.38329237699508667,1746191990.5239859,649.192744036
0.9244768023490906,44.83621597290039,1636,0.015625,0.6497395634651184,12848,-0.35317516326904297,1637,2514432.0,30.24609375,1.9158823490142822,1,1.2994791269302368,0.4279341995716095,1746191990.8963566,649.565112069
0.9244768023490906,44.83621597290039,1676,0.01692708395421505,0.6712239384651184,13168,-0.21423223614692688,1677,2575872.0,29.751953125,1.9158823490142822,1,1.3424478769302368,0.35156917572021484,1746192005.7998786,664.468663927
0.9244768023490906,44.83621597290039,1690,0.01627604104578495,0.537109375,13280,-0.15754766762256622,1691,2597376.0,30.00650978088379,1.9158823490142822,1,1.1821515560150146,0.23860818147659302,1746192011.01053,669.679278421
0.9244768023490906,44.83621597290039,1692,0.01627604104578495,0.5911458134651184,13296,-0.15260367095470428,1693,2600448.0,29.890625,1.9158823490142822,1,1.246839165687561,0.2594963312149048,1746192011.7576683,670.426427615
0.9244768023490906,44.83621597290039,1697,0.017578125,0.6725260615348816,13336,-0.14652590453624725,1698,2608128.0,28.79817771911621,1.9158823490142822,1,1.3450521230697632,0.24039345979690552,1746192013.6196527,672.28840274
0.9244768023490906,44.83621597290039,1726,0.01822916604578495,0.6302083134651184,13568,-0.16218650341033936,1727,2652672.0,29.52278709411621,1.9158823490142822,1,1.2813801765441895,0.21860371530056,1746192024.4404209,683.109163412
0.9244768023490906,44.83621597290039,1747,0.01692708395421505,0.6067708134651184,13736,-0.2152891457080841,1748,2684928.0,28.95247459411621,1.9158823490142822,1,1.2540721893310547,0.3061741888523102,1746192032.2586257,690.927376663
0.9244768023490906,44.83621597290039,1757,0.01888020895421505,0.5989583134651184,13816,-0.17595818638801575,1758,2700288.0,29.33463478088379,1.9158823490142822,1,1.2613508701324463,0.229135662317276,1746192035.9839349,694.652696021
0.9244768023490906,44.83621597290039,1762,0.01692708395421505,0.583984375,13856,-0.16667205095291138,1763,2707968.0,29.21875,1.9158823490142822,1,1.2120702266693115,0.18979434669017792,1746192037.8533435,696.522094792
0.9244768023490906,44.83621597290039,1768,0.01822916604578495,0.6451823115348816,13904,-0.1602955013513565,1769,2717184.0,29.42513084411621,1.9158823490142822,1,1.3056575059890747,0.19290252029895782,1746192040.0864904,698.755233124
0.9244768023490906,44.83621597290039,1803,0.01627604104578495,0.638671875,14184,-0.14892563223838806,1804,2770944.0,29.27408790588379,1.9158823490142822,1,1.2931705713272095,0.25167107582092285,1746192053.1201463,711.7889093
0.9244768023490906,44.83621597290039,1831,0.021484375,0.5950520634651184,14408,-0.14332665503025055,1832,2813952.0,28.88020896911621,1.9158823490142822,1,1.2819725275039673,0.17538121342658997,1746192063.5451791,722.213942557
0.9244768023490906,44.83621597290039,1874,0.01822916604578495,0.490234375,14752,-0.10430461168289185,1875,2880000.0,28.98177146911621,1.9158823490142822,1,1.1320408582687378,0.17988789081573486,1746192079.5625196,738.231280272
0.9244768023490906,44.83621597290039,1878,0.01627604104578495,0.6002604365348816,14784,-0.07629327476024628,1879,2886144.0,29.130859375,1.9158823490142822,1,1.2489744424819946,0.1601930558681488,1746192081.050894,739.719659486
0.9244768023490906,44.83621597290039,1897,0.01953125,0.6360676884651184,14936,-0.12047693878412247,1898,2915328.0,28.40559959411621,1.9158823490142822,1,1.303336501121521,0.16608664393424988,1746192088.1340528,746.802817843
0.9244768023490906,44.83621597290039,1904,0.02018229104578495,0.48046875,14992,-0.04514094069600105,1905,2926080.0,28.86783790588379,1.9158823490142822,1,1.1309210062026978,0.19212467968463898,1746192090.7393372,749.408092689
0.9244768023490906,44.83621597290039,1905,0.01953125,0.623046875,15000,-0.053085505962371826,1906,2927616.0,29.44466209411621,1.9158823490142822,1,1.3046841621398926,0.23132547736167908,1746192091.111542,749.780275782
0.9244768023490906,44.83621597290039,1915,0.021484375,0.677734375,15080,-0.030369220301508904,1916,2942976.0,28.58072853088379,1.9158823490142822,1,1.3604687452316284,0.20332330465316772,1746192094.8391435,753.507901077
0.9244768023490906,44.83621597290039,1937,0.017578125,0.5885416865348816,15256,0.0035863430239260197,1938,2976768.0,29.67578125,1.9158823490142822,1,1.2578058242797852,0.12843018770217896,1746192103.0326438,761.701401726
