loss,returned_episode,update_steps,returned_won_episode,test_returned_episode_lengths,qvals,returned_episode_lengths,test_returned_episode_returns,grad_steps,test_returned_won_episode,env_step,returned_episode_returns,test_returned_episode,_runtime,_timestamp,_step
0.0,0.015625,2,0.0,28.10552406311035,0.0,31.1953125,0.04047467187047005,0,0.0,3072.0,0.11748083680868149,1.0,48.210096437,1746186124.12222,1
0.0,0.015625,9,0.0,28.10552406311035,0.0,31.13411521911621,0.04047467187047005,0,0.0,13824.0,0.11643307656049728,1.0,48.67031999,1746186124.5824673,8
0.0,0.0162760429084301,28,0.0,28.10552406311035,0.0,30.826824188232422,0.04047467187047005,0,0.0,43008.0,0.11077529191970825,1.0,49.92298489,1746186125.8351378,27
0.003909716848284006,0.01497395895421505,34,0.0,28.10552406311035,-0.057455334812402725,30.7578125,0.04047467187047005,24,0.0,52224.0,0.10199713706970215,1.0,51.311007257,1746186127.22318,33
0.003724973648786545,0.015625,58,0.0,28.10552406311035,0.5070925951004028,30.315105438232422,0.04047467187047005,216,0.0,89088.0,0.13489776849746704,1.0,60.812812122,1746186136.7249496,57
0.007865242660045624,0.014322916977107525,89,0.0,28.10552406311035,0.777217447757721,31.713542938232422,0.04047467187047005,464,0.0,136704.0,0.14521704614162445,1.0,73.08012103,1746186148.9923117,88
0.009747909381985664,0.014322916977107525,97,0.0,28.10552406311035,0.7868282794952393,31.38802146911621,0.04047467187047005,528,0.0,148992.0,0.14898933470249176,1.0,76.246771691,1746186152.1589665,96
0.009362852200865746,0.01497395895421505,98,0.0,28.10552406311035,0.800031840801239,31.00390625,0.04047467187047005,536,0.0,150528.0,0.14127695560455322,1.0,76.646437682,1746186152.5585728,97
0.011268568225204945,0.014322916977107525,111,0.0,28.10552406311035,0.7673047780990601,30.71614646911621,0.04047467187047005,640,0.0,170496.0,0.1558731198310852,1.0,81.798390431,1746186157.7105749,110
0.01492171548306942,0.01497395895421505,118,0.0,28.10552406311035,0.7842923402786255,31.14453125,0.04047467187047005,696,0.0,181248.0,0.1598566621541977,1.0,84.568190379,1746186160.480389,117
0.01440034806728363,0.01302083395421505,119,0.0,28.10552406311035,0.7850929498672485,31.09505271911621,0.04047467187047005,704,0.0,182784.0,0.15202336013317108,1.0,84.963631209,1746186160.875809,118
0.02198772504925728,0.014322916977107525,137,0.0,28.10552406311035,0.7989106178283691,30.78515625,0.04047467187047005,848,0.0,210432.0,0.14617140591144562,1.0,92.088401452,1746186168.0005596,136
0.03762315213680267,0.01497395895421505,146,0.0,28.10552406311035,0.8237596154212952,30.444011688232422,0.04047467187047005,920,0.0,224256.0,0.1564575731754303,1.0,95.653425182,1746186171.5655859,145
0.05441490560770035,0.01497395895421505,152,0.0,28.10552406311035,0.8465772867202759,31.319011688232422,0.04047467187047005,968,0.0,233472.0,0.17475798726081848,1.0,98.028121487,1746186173.940274,151
0.03794347494840622,0.014322916977107525,160,0.0,28.10552406311035,0.8303952813148499,31.764324188232422,0.04047467187047005,1032,0.0,245760.0,0.17359444499015808,1.0,101.198072353,1746186177.1102366,159
0.027825232595205307,0.01497395895421505,171,0.0,28.10552406311035,0.8546132445335388,31.50911521911621,0.04047467187047005,1120,0.0,262656.0,0.18241116404533386,1.0,105.553381707,1746186181.4655285,170
0.16873469948768616,0.015625,212,0.0,28.10552406311035,0.8139060735702515,31.526042938232422,0.04047467187047005,1448,0.0,325632.0,0.21018779277801514,1.0,121.796892674,1746186197.709069,211
0.2798543870449066,0.01497395895421505,222,0.0,28.10552406311035,0.6966899633407593,31.45052146911621,0.04047467187047005,1528,0.0,340992.0,0.1871190369129181,1.0,125.756860566,1746186201.6690164,221
0.23023360967636108,0.014322916977107525,228,0.0,28.10552406311035,0.6684250235557556,31.59895896911621,0.04047467187047005,1576,0.0,350208.0,0.15598565340042114,1.0,128.132455488,1746186204.044608,227
0.4069269895553589,0.01497395895421505,237,0.0,28.10552406311035,0.7045636177062988,31.260417938232422,0.04047467187047005,1648,0.0,364032.0,0.22123810648918152,1.0,131.698399307,1746186207.6105552,236
0.3393481373786926,0.015625,259,0.0,28.10552406311035,0.7327122092247009,31.26692771911621,0.04047467187047005,1824,0.0,397824.0,0.20513871312141418,1.0,140.40920763,1746186216.3212664,258
