env_step,returned_won_episode,returned_episode_returns,test_returned_episode_lengths,returned_episode,test_returned_won_episode,qvals,test_returned_episode_returns,returned_episode_lengths,_step,loss,update_steps,_timestamp,test_returned_episode,grad_steps,_runtime
637440.0,0.0,0.1739235371351242,24.817319869995117,0.02343750186264515,0.0004308487696107477,0.4131243824958801,0.18467387557029724,24.889324188232422,414,1.9337468147277832,415,1746198947.8276134,1.0,3072,216.319298467
640512.0,0.0,0.2214512974023819,24.817319869995117,0.02278645895421505,0.0004308487696107477,0.42339062690734863,0.18467387557029724,25.561199188232422,416,1.8846365213394165,417,1746198948.513157,1.0,3088,217.004834525
642048.0,0.0,0.1879282146692276,24.817319869995117,0.0182291679084301,0.0004308487696107477,0.41676634550094604,0.18467387557029724,27.363283157348633,417,1.704593300819397,418,1746198948.8491106,1.0,3096,217.340770095
712704.0,0.0,0.21637295186519623,24.817319869995117,0.02148437686264515,0.0004308487696107477,0.3829479515552521,0.18467387557029724,26.058595657348633,463,2.0245518684387207,464,1746198964.3450155,1.0,3464,232.836664839
723456.0,0.0,0.19912241399288177,24.817319869995117,0.02148437686264515,0.0004308487696107477,0.3725834786891937,0.18467387557029724,25.11653709411621,470,1.8912475109100342,471,1746198966.6963015,1.0,3520,235.187983719
738816.0,0.0,0.20656603574752808,24.817319869995117,0.0201822929084301,0.0004308487696107477,0.3608221113681793,0.18467387557029724,26.094402313232422,480,2.4197187423706055,481,1746198970.0807815,1.0,3600,238.572460535
740352.0,0.0,0.2199927121400833,24.817319869995117,0.0221354179084301,0.0004308487696107477,0.38776451349258423,0.18467387557029724,26.56770896911621,481,2.039078712463379,482,1746198970.417043,1.0,3608,238.908725342
748032.0,0.0,0.2043805569410324,24.817319869995117,0.0201822929084301,0.0004308487696107477,0.38808971643447876,0.18467387557029724,25.16731834411621,486,2.0436277389526367,487,1746198972.1120765,1.0,3648,240.603724365
752640.0,0.0,0.22870461642742157,24.817319869995117,0.01888020895421505,0.0004308487696107477,0.37619584798812866,0.18467387557029724,29.248048782348633,489,1.962627649307251,490,1746198973.1210964,1.0,3672,241.612740383
754176.0,0.0,0.2121334820985794,24.817319869995117,0.02734375186264515,0.0004308487696107477,0.37658315896987915,0.18467387557029724,23.667970657348633,490,1.9954168796539307,491,1746198973.4576292,1.0,3680,241.949279234
772608.0,0.0,0.1986692249774933,24.817319869995117,0.02343750186264515,0.0004308487696107477,0.34721747040748596,0.18467387557029724,25.44466209411621,502,2.2976789474487305,503,1746198977.5032015,1.0,3776,245.994866237
791040.0,0.0,0.17192047834396362,24.817319869995117,0.0221354179084301,0.0004308487696107477,0.35005682706832886,0.18467387557029724,26.494142532348633,514,1.2322943210601807,515,1746198981.5597188,1.0,3872,250.051350488
815616.0,0.02539062686264515,0.3158155381679535,24.817319869995117,0.017578125,0.0004308487696107477,0.3362387716770172,0.18467387557029724,28.05599021911621,530,1.6682180166244507,531,1746198986.9590516,1.0,4000,255.450721988
817152.0,0.0,0.28544867038726807,24.817319869995117,0.02278645895421505,0.0004308487696107477,0.33340632915496826,0.18467387557029724,25.805339813232422,531,1.2084167003631592,532,1746198987.2959738,1.0,4008,255.787631444
821760.0,0.0,0.32649490237236023,24.817319869995117,0.02148437686264515,0.0004308487696107477,0.3348102867603302,0.18467387557029724,26.971355438232422,534,1.4082368612289429,535,1746198988.3046882,1.0,4032,256.7963428
824832.0,0.0,0.3086951673030853,24.817319869995117,0.0182291679084301,0.0004308487696107477,0.3150119185447693,0.18467387557029724,25.994142532348633,536,1.09590482711792,537,1746198988.9766157,1.0,4048,257.468253154
841728.0,0.0520833358168602,0.40658214688301086,24.817319869995117,0.02148437686264515,0.0004308487696107477,0.32463306188583374,0.18467387557029724,24.385417938232422,547,1.2858690023422241,548,1746198992.6823502,1.0,4136,261.173984898
847872.0,0.0917968824505806,0.4206550717353821,24.817319869995117,0.0182291679084301,0.0004308487696107477,0.3278728723526001,0.18467387557029724,26.662761688232422,551,1.3018734455108643,552,1746198994.0291972,1.0,4168,262.520831499
910848.0,0.0,0.30667611956596375,24.817319869995117,0.01953125186264515,0.0004308487696107477,0.33698850870132446,0.18467387557029724,27.214845657348633,592,1.2111053466796875,593,1746199007.8385363,1.0,4496,276.330219249
918528.0,0.0,0.34044867753982544,24.817319869995117,0.01692708395421505,0.0004308487696107477,0.34759581089019775,0.18467387557029724,27.367839813232422,597,1.286555290222168,598,1746199009.5189414,1.0,4536,278.010617871
996864.0,0.0507812537252903,0.3596910238265991,24.817319869995117,0.011718750931322575,0.0004308487696107477,0.24865877628326416,0.18467387557029724,26.93489646911621,648,0.6207097768783569,649,1746199026.7027194,1.0,4944,295.194428593
1024512.0,0.0,0.3103450834751129,45.98903274536133,0.01302083395421505,0.014625228941440582,0.29578468203544617,0.518221378326416,25.906251907348633,666,0.5379915237426758,667,1746199032.844384,1.0,5088,301.336041089
1030656.0,0.02278645895421505,0.36853712797164917,45.98903274536133,0.01302083395421505,0.014625228941440582,0.31014811992645264,0.518221378326416,26.87630271911621,670,0.7939485311508179,671,1746199034.189828,1.0,5120,302.681459928
1036800.0,0.0,0.3532980978488922,45.98903274536133,0.012369791977107525,0.014625228941440582,0.2920405864715576,0.518221378326416,28.217449188232422,674,0.6514227390289307,675,1746199035.5321097,1.0,5152,304.023748518
1039872.0,0.0696614608168602,0.4706239402294159,45.98903274536133,0.01888020895421505,0.014625228941440582,0.2740175724029541,0.518221378326416,27.972658157348633,676,0.7054494619369507,677,1746199036.198925,1.0,5168,304.69058906
1058304.0,0.0462239608168602,0.4316103458404541,45.98903274536133,0.017578125,0.014625228941440582,0.2496500313282013,0.518221378326416,28.671876907348633,688,0.5371485352516174,689,1746199040.2491055,1.0,5264,308.740746856
1081344.0,0.068359375,0.3877711296081543,45.98903274536133,0.0221354179084301,0.014625228941440582,0.29190754890441895,0.518221378326416,25.64974021911621,703,0.6274828910827637,704,1746199045.3096402,1.0,5384,313.801285253
1121280.0,0.0768229216337204,0.40227577090263367,45.98903274536133,0.01497395895421505,0.014625228941440582,0.29114487767219543,0.518221378326416,24.197917938232422,729,0.44662514328956604,730,1746199054.0651886,1.0,5592,322.55684619
1152000.0,0.0279947929084301,0.3190229535102844,45.98903274536133,0.01692708395421505,0.014625228941440582,0.24670849740505219,0.518221378326416,25.625652313232422,749,0.4330819845199585,750,1746199060.8083696,1.0,5752,329.300115096
1204224.0,0.0813802108168602,0.49828219413757324,45.98903274536133,0.01497395895421505,0.014625228941440582,0.2685980796813965,0.518221378326416,27.96614646911621,783,0.271111398935318,784,1746199072.2683263,1.0,6024,340.759947536
1230336.0,0.014322916977107525,0.3453226685523987,45.98903274536133,0.01302083395421505,0.014625228941440582,0.27949073910713196,0.518221378326416,26.380861282348633,800,0.310214638710022,801,1746199078.0050278,1.0,6160,346.496687042
1253376.0,0.0,0.2732371389865875,45.98903274536133,0.010416666977107525,0.014625228941440582,0.3486385941505432,0.518221378326416,25.933595657348633,815,0.3176800310611725,816,1746199083.0626414,1.0,6280,351.554288823
1299456.0,0.0592447929084301,0.40175774693489075,45.98903274536133,0.01302083395421505,0.014625228941440582,0.3008676767349243,0.518221378326416,27.63411521911621,845,0.19980968534946442,846,1746199093.2328987,1.0,6520,361.724554701
1305600.0,0.0716145858168602,0.43809980154037476,45.98903274536133,0.01302083395421505,0.014625228941440582,0.3274157643318176,0.518221378326416,30.223308563232422,849,0.30634161829948425,850,1746199094.5770106,1.0,6552,363.068675586
1308672.0,0.06640625,0.4630206525325775,45.98903274536133,0.0182291679084301,0.014625228941440582,0.33338797092437744,0.518221378326416,26.873048782348633,851,0.22991323471069336,852,1746199095.2493842,1.0,6568,363.741031067
1336320.0,0.0729166716337204,0.4344797730445862,45.98903274536133,0.010416666977107525,0.014625228941440582,0.2621624767780304,0.518221378326416,27.90364646911621,869,0.2859068214893341,870,1746199101.3335207,1.0,6712,369.825174785
1339392.0,0.0748697966337204,0.42022261023521423,45.98903274536133,0.01302083395421505,0.014625228941440582,0.25338879227638245,0.518221378326416,28.101564407348633,871,0.2534070611000061,872,1746199102.0098393,1.0,6728,370.50149022
1359360.0,0.0833333358168602,0.5087785124778748,45.98903274536133,0.015625,0.014625228941440582,0.31542807817459106,0.518221378326416,26.007814407348633,884,0.4012632966041565,885,1746199106.3919783,1.0,6832,374.883643762
1362432.0,0.0305989608168602,0.4310149848461151,45.98903274536133,0.0162760429084301,0.014625228941440582,0.27779313921928406,0.518221378326416,27.61849021911621,886,0.3815456032752991,887,1746199107.0644934,1.0,6848,375.556148372
1400832.0,0.1002604216337204,0.551474392414093,45.98903274536133,0.01497395895421505,0.014625228941440582,0.29763713479042053,0.518221378326416,27.029298782348633,911,0.2815045714378357,912,1746199115.4872153,1.0,7048,383.978941487
1403904.0,0.0527343787252903,0.46512508392333984,45.98903274536133,0.0162760429084301,0.014625228941440582,0.322504460811615,0.518221378326416,27.921876907348633,913,0.3566662073135376,914,1746199116.164211,1.0,7064,384.655882274
1408512.0,0.017578125,0.42804619669914246,45.98903274536133,0.01302083395421505,0.014625228941440582,0.34316399693489075,0.518221378326416,28.53255271911621,916,0.3500325679779053,917,1746199117.1773827,1.0,7088,385.669036954
1423872.0,0.125,0.5288136601448059,45.98903274536133,0.013671875931322575,0.014625228941440582,0.31667855381965637,0.518221378326416,28.259767532348633,926,0.577201783657074,927,1746199120.5390737,1.0,7168,389.030712898
1453056.0,0.1022135466337204,0.5780896544456482,45.98903274536133,0.01692708395421505,0.014625228941440582,0.2870360016822815,0.518221378326416,27.25911521911621,945,0.31119275093078613,946,1746199126.9321713,1.0,7320,395.423912847
1459200.0,0.1210937574505806,0.5260303616523743,45.98903274536133,0.01497395895421505,0.014625228941440582,0.32391518354415894,0.518221378326416,28.132814407348633,949,0.3466317355632782,950,1746199128.298247,1.0,7352,396.789894394
1474560.0,0.0755208358168602,0.4365907609462738,45.98903274536133,0.017578125,0.014625228941440582,0.2635497748851776,0.518221378326416,27.477214813232422,959,0.37645775079727173,960,1746199131.6582794,1.0,7432,400.149930424
1483776.0,0.1601562649011612,0.5927996635437012,45.98903274536133,0.017578125,0.014625228941440582,0.2419825792312622,0.518221378326416,26.881511688232422,965,0.3705905079841614,966,1746199133.6908727,1.0,7480,402.18268124
1522176.0,0.1679687649011612,0.5847386717796326,47.051612854003906,0.01497395895421505,0.31889402866363525,0.2933812439441681,1.091781497001648,28.83333396911621,990,0.38901999592781067,991,1746199142.184902,1.0,7680,410.676529061
1548288.0,0.0410156287252903,0.4486255943775177,47.051612854003906,0.0162760429084301,0.31889402866363525,0.28947049379348755,1.091781497001648,29.30599021911621,1007,0.5155994892120361,1008,1746199147.9012387,1.0,7816,416.393099389
1592832.0,0.2343750149011612,0.7266055345535278,47.051612854003906,0.017578125,0.31889402866363525,0.25044119358062744,1.091781497001648,28.53645896911621,1036,0.4127141237258911,1037,1746199157.6856804,1.0,8048,426.177314227
1602048.0,0.1927083432674408,0.6870790123939514,47.051612854003906,0.01953125186264515,0.31889402866363525,0.2184208631515503,1.091781497001648,25.955080032348633,1042,0.42663660645484924,1043,1746199159.7011833,1.0,8096,428.192826814
1628160.0,0.3059895932674408,0.826621949672699,47.051612854003906,0.0182291679084301,0.31889402866363525,0.2556995153427124,1.091781497001648,26.669923782348633,1059,0.4085191786289215,1060,1746199165.4374442,1.0,8232,433.929073095
1638912.0,0.12890625,0.6163831353187561,47.051612854003906,0.014322916977107525,0.31889402866363525,0.24028095602989197,1.091781497001648,25.975261688232422,1066,0.4351903796195984,1067,1746199167.806458,1.0,8288,436.298117463
1649664.0,0.1341145932674408,0.5403773188591003,47.051612854003906,0.015625,0.31889402866363525,0.24683284759521484,1.091781497001648,27.840496063232422,1073,0.38389524817466736,1074,1746199170.1642401,1.0,8344,438.655870234
1688064.0,0.2649739682674408,0.841392457485199,47.051612854003906,0.0182291679084301,0.31889402866363525,0.19316163659095764,1.091781497001648,26.64388084411621,1098,0.38580864667892456,1099,1746199178.575335,1.0,8544,447.066966805
1711104.0,0.4348958432674408,1.0087177753448486,47.051612854003906,0.01692708395421505,0.31889402866363525,0.19018222391605377,1.091781497001648,28.386720657348633,1113,0.42151933908462524,1114,1746199183.6306038,1.0,8664,452.122274819
1721856.0,0.1516927182674408,0.5430418848991394,47.051612854003906,0.014322916977107525,0.31889402866363525,0.20110353827476501,1.091781497001648,25.691408157348633,1120,0.528673529624939,1121,1746199185.993897,1.0,8720,454.485565772
1723392.0,0.2545573115348816,0.7725321650505066,47.051612854003906,0.0162760429084301,0.31889402866363525,0.2301146686077118,1.091781497001648,28.30794334411621,1121,0.45295989513397217,1122,1746199186.335927,1.0,8728,454.827715385
1728000.0,0.2031250149011612,0.6766626238822937,47.051612854003906,0.015625,0.31889402866363525,0.25351983308792114,1.091781497001648,28.052736282348633,1124,0.470573365688324,1125,1746199187.340671,1.0,8752,455.832318994
1761792.0,0.2220052182674408,0.7179239988327026,47.051612854003906,0.01953125186264515,0.31889402866363525,0.20844727754592896,1.091781497001648,28.199871063232422,1146,0.5112967491149902,1147,1746199194.7593083,1.0,8928,463.250992851
1798656.0,0.2526041865348816,0.7826452851295471,47.051612854003906,0.02083333395421505,0.31889402866363525,0.25684112310409546,1.091781497001648,24.72005271911621,1170,0.5415488481521606,1171,1746199202.8560443,1.0,9120,471.347681234
1804800.0,0.3079427182674408,0.8248082399368286,47.051612854003906,0.01888020895421505,0.31889402866363525,0.2626456916332245,1.091781497001648,26.473308563232422,1174,0.6370795965194702,1175,1746199204.1998925,1.0,9152,472.691526605
1806336.0,0.1855468899011612,0.7105332016944885,47.051612854003906,0.017578125,0.31889402866363525,0.26366662979125977,1.091781497001648,27.488933563232422,1175,0.5275002717971802,1176,1746199204.535619,1.0,9160,473.02723335
1807872.0,0.2102864682674408,0.6933490633964539,47.051612854003906,0.01692708395421505,0.31889402866363525,0.22227752208709717,1.091781497001648,27.685548782348633,1176,0.45384082198143005,1177,1746199204.871709,1.0,9168,473.363315259
1810944.0,0.1484375149011612,0.5986520648002625,47.051612854003906,0.0201822929084301,0.31889402866363525,0.21889382600784302,1.091781497001648,26.67903709411621,1178,0.49547359347343445,1179,1746199205.5480442,1.0,9184,474.039794456
1818624.0,0.3977864682674408,0.9377326965332031,47.051612854003906,0.01692708395421505,0.31889402866363525,0.2396349161863327,1.091781497001648,27.813152313232422,1183,0.6256212592124939,1184,1746199207.2358837,1.0,9224,475.727521928
1838592.0,0.1451822966337204,0.5771599411964417,47.051612854003906,0.01692708395421505,0.31889402866363525,0.2299133837223053,1.091781497001648,27.871095657348633,1196,0.5819005966186523,1197,1746199211.609404,1.0,9328,480.101105372
1870848.0,0.1484375149011612,0.5645881295204163,47.051612854003906,0.01497395895421505,0.31889402866363525,0.24492840468883514,1.091781497001648,29.773439407348633,1217,0.8632046580314636,1218,1746199218.6776617,1.0,9496,487.169324347
1898496.0,0.271484375,0.7559158802032471,47.051612854003906,0.01953125186264515,0.31889402866363525,0.26043349504470825,1.091781497001648,24.45247459411621,1235,0.6177850961685181,1236,1746199224.7565536,1.0,9640,493.248232111
1903104.0,0.2428385615348816,0.6839398145675659,47.051612854003906,0.01497395895421505,0.31889402866363525,0.27530813217163086,1.091781497001648,28.11458396911621,1238,0.664513111114502,1239,1746199225.7705357,1.0,9664,494.262185938
1976832.0,0.1777343899011612,0.62058424949646,47.051612854003906,0.01888020895421505,0.31889402866363525,0.2786659002304077,1.091781497001648,26.84114646911621,1286,0.9298523664474487,1287,1746199242.0033386,1.0,10048,510.495017538
1979904.0,0.2701823115348816,0.7856481075286865,47.051612854003906,0.01692708395421505,0.31889402866363525,0.2753179669380188,1.091781497001648,27.643230438232422,1288,0.8300315141677856,1289,1746199242.6840591,1.0,10064,511.176093623
1992192.0,0.3053385615348816,0.8609991073608398,47.051612854003906,0.01888020895421505,0.31889402866363525,0.3055298626422882,1.091781497001648,27.934246063232422,1296,0.7538272142410278,1297,1746199245.3737113,1.0,10128,513.865338087
2015232.0,0.1634114682674408,0.6251725554466248,43.02987289428711,0.017578125,0.42987552285194397,0.31111887097358704,1.245858073234558,28.908855438232422,1311,0.6300556659698486,1312,1746199250.4930828,1.0,10248,518.984758841
2044416.0,0.1621093899011612,0.5896594524383545,43.02987289428711,0.0162760429084301,0.42987552285194397,0.30852362513542175,1.245858073234558,26.63020896911621,1330,0.6319238543510437,1331,1746199256.896048,1.0,10400,525.387707912
2079744.0,0.1979166716337204,0.6739156246185303,43.02987289428711,0.013671875931322575,0.42987552285194397,0.3353087306022644,1.245858073234558,27.84895896911621,1353,0.6947283744812012,1354,1746199264.6371603,1.0,10584,533.128837343
2124288.0,0.2128906399011612,0.7206106781959534,43.02987289428711,0.0182291679084301,0.42987552285194397,0.3088008165359497,1.245858073234558,27.98567771911621,1382,0.9243841767311096,1383,1746199274.4152634,1.0,10816,542.906883277
2147328.0,0.2447916865348816,0.6933660507202148,43.02987289428711,0.01888020895421505,0.42987552285194397,0.280138224363327,1.245858073234558,25.92317771911621,1397,0.6574500799179077,1398,1746199279.4830482,1.0,10936,547.974694852
2151936.0,0.2122395932674408,0.7203969955444336,43.02987289428711,0.0162760429084301,0.42987552285194397,0.30475184321403503,1.245858073234558,27.58724021911621,1400,0.705640435218811,1401,1746199280.4910188,1.0,10960,548.982664788
2164224.0,0.2779948115348816,0.8211151957511902,43.02987289428711,0.02083333395421505,0.42987552285194397,0.3132377862930298,1.245858073234558,27.88606834411621,1408,0.7125694751739502,1409,1746199283.192875,1.0,11024,551.684560699
2185728.0,0.3313802182674408,0.8626195192337036,43.02987289428711,0.0162760429084301,0.42987552285194397,0.2672915756702423,1.245858073234558,27.69661521911621,1422,0.6241359710693359,1423,1746199287.9137425,1.0,11136,556.405375838
2233344.0,0.2721354365348816,0.7586663365364075,43.02987289428711,0.0182291679084301,0.42987552285194397,0.3296944499015808,1.245858073234558,26.852214813232422,1453,0.6217169165611267,1454,1746199298.3419363,1.0,11384,566.833589078
2241024.0,0.3808594048023224,0.9351040720939636,43.02987289428711,0.01953125186264515,0.42987552285194397,0.29815858602523804,1.245858073234558,27.90559959411621,1458,0.6206560134887695,1459,1746199300.0293043,1.0,11424,568.520982426
2256384.0,0.3489583432674408,0.9149925112724304,43.02987289428711,0.017578125,0.42987552285194397,0.32648274302482605,1.245858073234558,27.986330032348633,1468,0.5871789455413818,1469,1746199303.3992965,1.0,11504,571.890959956
2299392.0,0.3444010615348816,0.8997401595115662,43.02987289428711,0.01888020895421505,0.42987552285194397,0.3260756731033325,1.245858073234558,26.57747459411621,1496,0.4954706132411957,1497,1746199312.8473957,1.0,11728,581.339152817
2316288.0,0.2076822966337204,0.7114542126655579,43.02987289428711,0.01888020895421505,0.42987552285194397,0.30933207273483276,1.245858073234558,24.970705032348633,1507,0.5196618437767029,1508,1746199316.5386713,1.0,11816,585.030331832
2331648.0,0.3216145932674408,0.8378692269325256,43.02987289428711,0.0162760429084301,0.42987552285194397,0.3035258948802948,1.245858073234558,27.328777313232422,1517,0.5139329433441162,1518,1746199319.913845,1.0,11896,588.405511495
2339328.0,0.3795573115348816,0.936371386051178,43.02987289428711,0.01888020895421505,0.42987552285194397,0.31823450326919556,1.245858073234558,27.213542938232422,1522,0.49352702498435974,1523,1746199321.6061952,1.0,11936,590.097867726
2348544.0,0.2194010466337204,0.6768758296966553,43.02987289428711,0.0182291679084301,0.42987552285194397,0.31891345977783203,1.245858073234558,26.697917938232422,1528,0.5360090136528015,1529,1746199323.6206384,1.0,11984,592.112278462
2351616.0,0.3671875298023224,0.9243671894073486,43.02987289428711,0.01692708395421505,0.42987552285194397,0.3134095370769501,1.245858073234558,26.642580032348633,1530,0.5422435998916626,1531,1746199324.2875648,1.0,12000,592.779213021
2356224.0,0.2493489682674408,0.7678857445716858,43.02987289428711,0.01953125186264515,0.42987552285194397,0.31807440519332886,1.245858073234558,27.804689407348633,1533,0.6029160022735596,1534,1746199325.2957416,1.0,12024,593.787382051
2373120.0,0.3938802182674408,0.9429882764816284,43.02987289428711,0.01953125186264515,0.42987552285194397,0.3315469026565552,1.245858073234558,27.287111282348633,1544,0.6099417209625244,1545,1746199329.0244484,1.0,12112,597.516098146
2391552.0,0.2447916865348816,0.7032254934310913,43.02987289428711,0.01953125186264515,0.42987552285194397,0.32786989212036133,1.245858073234558,27.110027313232422,1556,0.6216502785682678,1557,1746199333.0615478,1.0,12208,601.553194
2411520.0,0.3020833432674408,0.7974753975868225,43.02987289428711,0.01692708395421505,0.42987552285194397,0.3467867374420166,1.245858073234558,26.310548782348633,1569,0.6632301211357117,1570,1746199337.4374633,1.0,12312,605.92913259
2437632.0,0.2122395932674408,0.6902928948402405,43.02987289428711,0.02083333395421505,0.42987552285194397,0.32675307989120483,1.245858073234558,26.60286521911621,1586,0.7098553776741028,1587,1746199343.1614096,1.0,12448,611.653022018
2466816.0,0.4355469048023224,1.0433040857315063,43.02987289428711,0.017578125,0.42987552285194397,0.29267260432243347,1.245858073234558,28.453126907348633,1605,0.716503381729126,1606,1746199349.5672734,1.0,12600,618.058928138
2512896.0,0.3177083432674408,0.8637444972991943,44.43541717529297,0.0182291679084301,0.4516681134700775,0.259784460067749,1.2584857940673828,29.15364646911621,1635,0.6122392416000366,1636,1746199359.756692,1.0,12840,628.248327282
