test_returned_episode_lengths,test_returned_episode_returns,returned_episode_returns,loss,update_steps,grad_steps,test_returned_episode,returned_episode,env_step,returned_episode_lengths,_runtime,test_returned_won_episode,_timestamp,qvals,_step,returned_won_episode
35.010215759277344,0.4930204153060913,0.361432284116745,0.04301806911826134,408,3016,0.9999999403953552,0.01953125,626688.0,25.87630271911621,203.02076525,0.0,1746192303.2532578,0.1932946890592575,407,0.0
35.010215759277344,0.4930204153060913,0.3438020348548889,0.050879716873168945,412,3048,0.9999999403953552,0.02213541604578495,632832.0,24.31966209411621,204.635151133,0.0,1746192304.867321,0.19475582242012024,411,0.0
35.010215759277344,0.4930204153060913,0.32318681478500366,0.0528828464448452,414,3064,0.9999999403953552,0.02278645895421505,635904.0,27.48046875,205.39061117,0.0,1746192305.6229498,0.19629575312137604,413,0.0
35.010215759277344,0.4930204153060913,0.3431151807308197,0.052127689123153687,422,3128,0.9999999403953552,0.02213541604578495,648192.0,25.54557228088379,208.412071565,0.0,1746192308.6445713,0.1683250367641449,421,0.0
35.010215759277344,0.4930204153060913,0.33978188037872314,0.05400500074028969,438,3256,0.9999999403953552,0.0234375,672768.0,25.50846290588379,214.445017773,0.0,1746192314.6775124,0.1545260101556778,437,0.0
35.010215759277344,0.4930204153060913,0.35193029046058655,0.05746638774871826,466,3480,0.9999999403953552,0.02083333395421505,715776.0,23.62630271911621,225.029668664,0.0,1746192325.2621045,0.04789530485868454,465,0.0
35.010215759277344,0.4930204153060913,0.3232584595680237,0.09715449064970016,484,3624,0.9999999403953552,0.02278645895421505,743424.0,27.080078125,231.857793775,0.0,1746192332.0903013,0.06004735827445984,483,0.0
35.010215759277344,0.4930204153060913,0.3434211313724518,0.10913440585136414,510,3832,0.9999999403953552,0.01888020895421505,783360.0,25.0625,241.696902646,0.0,1746192341.9293804,0.0681183934211731,509,0.0
35.010215759277344,0.4930204153060913,0.3618033528327942,0.08831723034381866,515,3872,0.9999999403953552,0.02083333395421505,791040.0,26.55208396911621,243.571310448,0.0,1746192343.8038146,0.05617576092481613,514,0.0
35.010215759277344,0.4930204153060913,0.20648762583732605,0.039921991527080536,532,4008,0.9999999403953552,0.014322916977107525,817152.0,27.92903709411621,250.026167602,0.0,1746192350.2586641,0.02370094507932663,531,0.0
35.010215759277344,0.4930204153060913,0.17194008827209473,0.04845916107296944,569,4304,0.9999999403953552,0.01627604104578495,873984.0,27.94010353088379,264.004812728,0.0,1746192364.237314,0.014130857773125172,568,0.0
35.010215759277344,0.4930204153060913,0.10145833343267441,0.058441877365112305,571,4320,0.9999999403953552,0.02018229104578495,877056.0,27.50260353088379,264.758330635,0.0,1746192364.9908004,0.018984895199537277,570,0.0
35.010215759277344,0.4930204153060913,0.35051429271698,0.04225080460309982,581,4400,0.9999999403953552,0.02018229104578495,892416.0,24.23697853088379,268.547892922,0.0,1746192368.7803886,0.02391211688518524,580,0.0
35.010215759277344,0.4930204153060913,0.19730791449546814,0.054147277027368546,588,4456,0.9999999403953552,0.013020833022892475,903168.0,24.75911521911621,271.19031621,0.0,1746192371.4227812,0.027683351188898087,587,0.0
35.010215759277344,0.4930204153060913,0.21210609376430511,0.06331317126750946,590,4472,0.9999999403953552,0.01888020895421505,906240.0,28.05078125,271.945140946,0.0,1746192372.1776125,0.02639108896255493,589,0.0
35.010215759277344,0.4930204153060913,0.3652343153953552,0.04604464769363403,601,4560,0.9999999403953552,0.02018229104578495,923136.0,25.51822853088379,276.077537156,0.0,1746192376.3100352,0.03619154542684555,600,0.0
35.010215759277344,0.4930204153060913,0.23820310831069946,0.03518220782279968,616,4680,0.9999999403953552,0.017578125,946176.0,28.51822853088379,281.791202545,0.0,1746192382.023718,0.018592199310660362,615,0.0
35.010215759277344,0.4930204153060913,0.16410480439662933,0.03829077258706093,622,4728,0.9999999403953552,0.014973958022892475,955392.0,27.66080665588379,284.045726383,0.0,1746192384.2782643,0.023769240826368332,621,0.0
35.010215759277344,0.4930204153060913,0.13456054031848907,0.059312932193279266,637,4848,0.9999999403953552,0.014973958022892475,978432.0,27.49869728088379,289.722651039,0.0,1746192389.9551713,-0.021047858521342278,636,0.0
35.010215759277344,0.4930204153060913,0.3448306620121002,0.10785715281963348,640,4872,0.9999999403953552,0.0234375,983040.0,25.515625,290.853932266,0.0,1746192391.086457,-0.03601119667291641,639,0.0
35.010215759277344,0.4930204153060913,0.2290201485157013,0.04853138327598572,647,4928,0.9999999403953552,0.013020833022892475,993792.0,28.34440040588379,293.52161651,0.0,1746192393.7540092,-0.01957070082426071,646,0.0
54.84341812133789,0.4457117021083832,0.3684472143650055,0.03748321533203125,666,5080,1.0,0.02083333395421505,1022976.0,27.09700584411621,300.808774738,0.0,1746192401.0413153,-0.03695925325155258,665,0.0
54.84341812133789,0.4457117021083832,0.4107421338558197,0.055301301181316376,710,5432,1.0,0.02083333395421505,1090560.0,26.37760353088379,317.456190126,0.0,1746192417.6886704,-0.07836738228797913,709,0.0
54.84341812133789,0.4457117021083832,0.30864253640174866,0.05748329684138298,729,5584,1.0,0.015625,1119744.0,26.212890625,324.62360388,0.0,1746192424.8560784,-0.17975018918514252,728,0.0
54.84341812133789,0.4457117021083832,0.28906896710395813,0.03957931697368622,745,5712,1.0,0.014322916977107525,1144320.0,25.44140625,330.701982559,0.0,1746192430.9343839,-0.1826227903366089,744,0.0
54.84341812133789,0.4457117021083832,0.4187043309211731,0.04118248075246811,747,5728,1.0,0.01888020895421505,1147392.0,26.32552146911621,331.453719771,0.0,1746192431.686221,-0.1721510887145996,746,0.0
54.84341812133789,0.4457117021083832,0.41601234674453735,0.05187857896089554,766,5880,1.0,0.02408854104578495,1176576.0,26.212890625,338.651452024,0.0,1746192438.8837712,-0.09640980511903763,765,0.0
54.84341812133789,0.4457117021083832,0.4087597131729126,0.04097966477274895,780,5992,1.0,0.01822916604578495,1198080.0,26.90104103088379,343.920310235,0.0,1746192444.1528056,-0.1941152811050415,779,0.0
54.84341812133789,0.4457117021083832,0.34524738788604736,0.054035693407058716,796,6120,1.0,0.02799479104578495,1222656.0,23.53190040588379,349.984356951,0.0,1746192450.2168453,-0.13750267028808594,795,0.0
54.84341812133789,0.4457117021083832,0.4448663890361786,0.054733797907829285,800,6152,1.0,0.01953125,1228800.0,27.13997459411621,351.48983954,0.0,1746192451.7223272,-0.15605194866657257,799,0.0
54.84341812133789,0.4457117021083832,0.4745246171951294,0.0887875109910965,812,6248,1.0,0.02278645895421505,1247232.0,26.14388084411621,356.062896051,0.0,1746192456.29538,-0.16196200251579285,811,0.0
54.84341812133789,0.4457117021083832,0.4588768780231476,0.02927689254283905,818,6296,1.0,0.02408854104578495,1256448.0,25.91731834411621,358.316918125,0.0,1746192458.5494328,-0.13707420229911804,817,0.0
54.84341812133789,0.4457117021083832,0.4923240840435028,0.031410038471221924,831,6400,1.0,0.0234375,1276416.0,26.46354103088379,363.227969667,0.0,1746192463.4604595,-0.152820885181427,830,0.0
54.84341812133789,0.4457117021083832,0.4898208975791931,0.030010772868990898,835,6432,1.0,0.02408854104578495,1282560.0,25.212890625,364.730389493,0.0,1746192464.9629354,-0.1535969227552414,834,0.0
54.84341812133789,0.4457117021083832,0.523469865322113,0.02911120094358921,839,6464,1.0,0.021484375,1288704.0,27.01106834411621,366.238757432,0.0,1746192466.4712021,-0.1535826325416565,838,0.010416666977107525
54.84341812133789,0.4457117021083832,0.48193350434303284,0.028104927390813828,852,6568,1.0,0.02083333395421505,1308672.0,24.78775978088379,371.223814749,0.0,1746192471.45629,-0.17769651114940643,851,0.0
54.84341812133789,0.4457117021083832,0.4213019609451294,0.030996382236480713,880,6792,1.0,0.017578125,1351680.0,25.63606834411621,381.788521368,0.0,1746192482.0210104,-0.16886676847934723,879,0.0
54.84341812133789,0.4457117021083832,0.5307778716087341,0.026311304420232773,881,6800,1.0,0.01822916604578495,1353216.0,26.44856834411621,382.164250833,0.0,1746192482.3967583,-0.17528700828552246,880,0.02604166604578495
54.84341812133789,0.4457117021083832,0.46457016468048096,0.0320887416601181,883,6816,1.0,0.02213541604578495,1356288.0,27.20377540588379,382.915938672,0.0,1746192483.1484208,-0.17798402905464172,882,0.013020833022892475
54.84341812133789,0.4457117021083832,0.45467764139175415,0.041943520307540894,910,7032,1.0,0.017578125,1397760.0,29.22135353088379,393.124799355,0.0,1746192493.3572516,-0.3316304087638855,909,0.0013020833721384406
54.84341812133789,0.4457117021083832,0.4930565059185028,0.030925633385777473,929,7184,1.0,0.01953125,1426944.0,27.650390625,400.314790634,0.0,1746192500.547269,-0.3253491520881653,928,0.0
52.784767150878906,1.0002480745315552,0.4729100465774536,0.05295480042695999,980,7592,1.0,0.01822916604578495,1505280.0,29.15364646911621,419.6808081,0.1754966825246811,1746192519.9131875,-0.3038164973258972,979,0.0
52.784767150878906,1.0002480745315552,0.5297199487686157,0.08427710831165314,1005,7792,1.0,0.01692708395421505,1543680.0,28.9453125,429.148185066,0.1754966825246811,1746192529.3806574,-0.4653415083885193,1004,0.0768229141831398
52.784767150878906,1.0002480745315552,0.4546646177768707,0.1352519989013672,1010,7832,1.0,0.014973958022892475,1551360.0,29.82942771911621,431.051156695,0.1754966825246811,1746192531.2836423,-0.46975114941596985,1009,0.02278645895421505
52.784767150878906,1.0002480745315552,0.5193098187446594,0.06998582184314728,1025,7952,1.0,0.015625,1574400.0,30.49609375,436.730476891,0.1754966825246811,1746192536.962838,-0.5454607009887695,1024,0.02473958395421505
52.784767150878906,1.0002480745315552,0.40381500124931335,0.0953521728515625,1049,8144,1.0,0.014322916977107525,1611264.0,28.13671875,445.791818788,0.1754966825246811,1746192546.0242805,-0.5908980369567871,1048,0.0
52.784767150878906,1.0002480745315552,0.40086254477500916,0.12549759447574615,1056,8200,1.0,0.014322916977107525,1622016.0,27.47525978088379,448.422365441,0.1754966825246811,1746192548.6548202,-0.70256108045578,1055,0.03125
52.784767150878906,1.0002480745315552,0.445647656917572,0.08390944451093674,1077,8368,1.0,0.014322916977107525,1654272.0,28.13671875,456.380746886,0.1754966825246811,1746192556.613228,-0.660080075263977,1076,0.01627604104578495
52.784767150878906,1.0002480745315552,0.5179295539855957,0.08249974995851517,1080,8392,1.0,0.014322916977107525,1658880.0,28.70182228088379,457.516081212,0.1754966825246811,1746192557.7485564,-0.6420008540153503,1079,0.0638020858168602
52.784767150878906,1.0002480745315552,0.4460481107234955,0.09324484318494797,1085,8432,1.0,0.013671875,1666560.0,27.19205665588379,459.434283028,0.1754966825246811,1746192559.6667035,-0.6425940990447998,1084,0.0325520820915699
52.784767150878906,1.0002480745315552,0.5300682783126831,0.07624725997447968,1087,8448,1.0,0.014973958022892475,1669632.0,28.30143165588379,460.198925887,0.1754966825246811,1746192560.4312372,-0.6681106090545654,1086,0.0755208358168602
52.784767150878906,1.0002480745315552,0.3653644621372223,0.09494209289550781,1104,8584,1.0,0.01171875,1695744.0,28.92838478088379,466.616632789,0.1754966825246811,1746192566.84906,-0.500691294670105,1103,0.0
52.784767150878906,1.0002480745315552,0.6162824630737305,0.0694640651345253,1128,8776,1.0,0.014973958022892475,1732608.0,29.20768165588379,475.691118823,0.1754966825246811,1746192575.92358,-0.5253893136978149,1127,0.158203125
52.784767150878906,1.0002480745315552,0.6456606984138489,0.07675343006849289,1146,8920,1.0,0.01627604104578495,1760256.0,29.59635353088379,482.508422131,0.1754966825246811,1746192582.74087,-0.5759442448616028,1145,0.1380208283662796
52.784767150878906,1.0002480745315552,0.6091796159744263,0.07863320410251617,1158,9016,1.0,0.013671875,1778688.0,27.90234375,487.020875566,0.1754966825246811,1746192587.2533233,-0.5899350643157959,1157,0.1529947966337204
52.784767150878906,1.0002480745315552,0.765019416809082,0.08025798946619034,1190,9272,1.0,0.014973958022892475,1827840.0,28.3984375,499.134285673,0.1754966825246811,1746192599.3667748,-0.6665066480636597,1189,0.2532552182674408
52.784767150878906,1.0002480745315552,0.6718260645866394,0.1658627986907959,1193,9296,1.0,0.014322916977107525,1832448.0,29.70703125,500.258962225,0.1754966825246811,1746192600.491471,-0.7228925228118896,1192,0.1412760466337204
52.784767150878906,1.0002480745315552,0.7618683576583862,0.07499964535236359,1200,9352,1.0,0.015625,1843200.0,29.25065040588379,502.922051828,0.1754966825246811,1746192603.1544359,-0.7121621370315552,1199,0.189453125
52.784767150878906,1.0002480745315552,0.7013279795646667,0.10029783099889755,1214,9464,1.0,0.013671875,1864704.0,27.77994728088379,508.197941559,0.1754966825246811,1746192608.4304435,-0.7400977611541748,1213,0.2180989533662796
52.784767150878906,1.0002480745315552,0.6719236969947815,0.09185770153999329,1216,9480,1.0,0.015625,1867776.0,27.90885353088379,508.949677406,0.1754966825246811,1746192609.182092,-0.6898319721221924,1215,0.169921875
52.784767150878906,1.0002480745315552,0.7233364582061768,0.09765011072158813,1220,9512,1.0,0.01627604104578495,1873920.0,30.06770896911621,510.471007316,0.1754966825246811,1746192610.703477,-0.773135244846344,1219,0.1315104216337204
52.784767150878906,1.0002480745315552,0.8501691818237305,0.09564679861068726,1237,9648,1.0,0.01692708395421505,1900032.0,29.29427146911621,516.884455699,0.1754966825246811,1746192617.1169772,-0.760887861251831,1236,0.2884114682674408
52.784767150878906,1.0002480745315552,0.9654914140701294,0.11931221932172775,1251,9760,1.0,0.01822916604578495,1921536.0,29.09505271911621,522.197849517,0.1754966825246811,1746192622.4303286,-0.6047326326370239,1250,0.369140625
52.784767150878906,1.0002480745315552,0.9551268815994263,0.13044506311416626,1264,9864,1.0,0.017578125,1941504.0,29.376953125,527.122186996,0.1754966825246811,1746192627.3546705,-0.5626055002212524,1263,0.3118489682674408
52.784767150878906,1.0002480745315552,1.1078547239303589,0.18229670822620392,1299,10144,1.0,0.02018229104578495,1995264.0,28.8125,540.406851044,0.1754966825246811,1746192640.6392982,-0.5329387187957764,1298,0.4654947817325592
42.17597579956055,1.4918283224105835,1.0490525960922241,0.15288950502872467,1300,10152,1.0,0.017578125,1996800.0,28.42903709411621,540.865141582,0.5615914463996887,1746192641.097639,-0.5209053754806519,1299,0.41796875
42.17597579956055,1.4918283224105835,1.0997459888458252,0.2170456349849701,1321,10320,1.0,0.01953125,2029056.0,27.93424415588379,548.818719337,0.5615914463996887,1746192649.0511856,-0.5007672309875488,1320,0.4713541567325592
42.17597579956055,1.4918283224105835,1.1395798921585083,0.26132118701934814,1329,10384,1.0,0.01692708395421505,2041344.0,29.44270896911621,551.827448385,0.5615914463996887,1746192652.0599432,-0.5266071557998657,1328,0.49609375
42.17597579956055,1.4918283224105835,1.046542763710022,0.23757576942443848,1336,10440,1.0,0.01888020895421505,2052096.0,29.23372459411621,554.484351891,0.5615914463996887,1746192654.7168248,-0.5466418862342834,1335,0.4231770932674408
42.17597579956055,1.4918283224105835,1.1412824392318726,0.33835142850875854,1361,10640,1.0,0.02083333395421505,2090496.0,28.68489646911621,563.908848102,0.5615914463996887,1746192664.1414142,-0.5445048809051514,1360,0.48828125
42.17597579956055,1.4918283224105835,1.2042121887207031,0.3784421682357788,1395,10912,1.0,0.01953125,2142720.0,28.51888084411621,576.74865404,0.5615914463996887,1746192676.9811397,-0.48521268367767334,1394,0.525390625
42.17597579956055,1.4918283224105835,1.2404686212539673,0.533814013004303,1400,10952,1.0,0.01692708395421505,2150400.0,29.55533790588379,578.650468988,0.5615914463996887,1746192678.8829482,-0.5049527883529663,1399,0.5904948115348816
42.17597579956055,1.4918283224105835,1.1118847131729126,0.3964765667915344,1424,11144,1.0,0.01822916604578495,2187264.0,29.255859375,587.700439194,0.5615914463996887,1746192687.932878,-0.540570855140686,1423,0.4602864682674408
42.17597579956055,1.4918283224105835,0.9196938276290894,0.3934553563594818,1425,11152,1.0,0.017578125,2188800.0,29.09700584411621,588.076419966,0.5615914463996887,1746192688.3088894,-0.5280901789665222,1424,0.3177083432674408
42.17597579956055,1.4918283224105835,1.1627017259597778,0.5261815190315247,1446,11320,1.0,0.01953125,2221056.0,28.54817771911621,596.015996559,0.5615914463996887,1746192696.248428,-0.4273642301559448,1445,0.5234375
42.17597579956055,1.4918283224105835,1.3104947805404663,0.5691954493522644,1455,11392,1.0,0.01888020895421505,2234880.0,28.61849021911621,599.398150296,0.5615914463996887,1746192699.6306562,-0.4130813479423523,1454,0.6334635615348816
42.17597579956055,1.4918283224105835,1.1469823122024536,0.5348259806632996,1458,11416,1.0,0.01822916604578495,2239488.0,29.07161521911621,600.528908765,0.5615914463996887,1746192700.7613933,-0.4418767988681793,1457,0.5188801884651184
42.17597579956055,1.4918283224105835,1.1493326425552368,0.5351330041885376,1471,11520,1.0,0.01822916604578495,2259456.0,28.47200584411621,605.437173626,0.5615914463996887,1746192705.6697106,-0.49033117294311523,1470,0.505859375
42.17597579956055,1.4918283224105835,1.180634617805481,0.5464919805526733,1489,11664,1.0,0.01888020895421505,2287104.0,29.14583396911621,612.266689269,0.5615914463996887,1746192712.4991674,-0.4870399534702301,1488,0.5182291865348816
42.17597579956055,1.4918283224105835,1.0831998586654663,0.6190996170043945,1504,11784,1.0,0.01888020895421505,2310144.0,28.92838478088379,617.964741832,0.5615914463996887,1746192718.1971657,-0.6194759607315063,1503,0.4576822817325592
42.17597579956055,1.4918283224105835,1.261660099029541,0.5604553818702698,1528,11976,1.0,0.017578125,2347008.0,29.24609375,627.012650703,0.5615914463996887,1746192727.2451594,-0.6121270656585693,1527,0.611328125
42.17597579956055,1.4918283224105835,1.2224544286727905,0.8697513341903687,1532,12008,1.0,0.01822916604578495,2353152.0,29.70833396911621,628.515729792,0.5615914463996887,1746192728.748151,-0.5773987174034119,1531,0.57421875
42.17597579956055,1.4918283224105835,1.2449088096618652,0.8207650184631348,1535,12032,1.0,0.02083333395421505,2357760.0,28.38020896911621,629.674631891,0.5615914463996887,1746192729.9069746,-0.5933487415313721,1534,0.5787760615348816
42.17597579956055,1.4918283224105835,1.344026803970337,0.7748757600784302,1540,12072,1.0,0.017578125,2365440.0,29.64583396911621,631.602201841,0.5615914463996887,1746192731.834531,-0.617500901222229,1539,0.6705729365348816
42.17597579956055,1.4918283224105835,1.3000683784484863,0.776657223701477,1542,12088,1.0,0.017578125,2368512.0,30.52734375,632.354493014,0.5615914463996887,1746192732.5869572,-0.620563268661499,1541,0.638671875
42.17597579956055,1.4918283224105835,1.298037052154541,0.47101807594299316,1548,12136,1.0,0.01888020895421505,2377728.0,28.396484375,634.636516162,0.5615914463996887,1746192734.8689413,-0.5410492420196533,1547,0.62890625
42.17597579956055,1.4918283224105835,1.2148144245147705,0.4579700529575348,1554,12184,1.0,0.01627604104578495,2386944.0,29.98828125,636.912615231,0.5615914463996887,1746192737.1450784,-0.5608969926834106,1553,0.5833333134651184
42.17597579956055,1.4918283224105835,1.2033332586288452,0.4389922618865967,1564,12264,1.0,0.01627604104578495,2402304.0,29.69270896911621,640.672975905,0.5615914463996887,1746192740.9055123,-0.5286414623260498,1563,0.5559895634651184
42.17597579956055,1.4918283224105835,1.2237305641174316,0.42663854360580444,1582,12408,1.0,0.01627604104578495,2429952.0,30.28190040588379,647.478825389,0.5615914463996887,1746192747.7110927,-0.47475194931030273,1581,0.59765625
42.17597579956055,1.4918283224105835,1.2495930194854736,0.42620956897735596,1588,12456,1.0,0.01822916604578495,2439168.0,28.95703125,649.729520348,0.5615914463996887,1746192749.9620032,-0.4858299493789673,1587,0.5983073115348816
42.17597579956055,1.4918283224105835,1.260195255279541,0.41421768069267273,1591,12480,1.0,0.01627604104578495,2443776.0,29.57942771911621,650.857322861,0.5615914463996887,1746192751.0898342,-0.5027782320976257,1590,0.6145833134651184
42.17597579956055,1.4918283224105835,1.2581183910369873,0.5568975210189819,1592,12488,1.0,0.01822916604578495,2445312.0,28.4609375,651.233001567,0.5615914463996887,1746192751.4655113,-0.49712345004081726,1591,0.6048176884651184
42.17597579956055,1.4918283224105835,1.278075933456421,0.4304960370063782,1618,12696,1.0,0.01888020895421505,2485248.0,28.498046875,661.078785411,0.5615914463996887,1746192761.3112962,-0.44441449642181396,1617,0.6302083134651184
42.86503601074219,1.9533779621124268,1.30720055103302,0.38834619522094727,1625,12752,1.0,0.017578125,2496000.0,29.296875,663.813065569,0.9581689238548279,1746192764.0455217,-0.379552960395813,1624,0.6399739384651184
42.86503601074219,1.9533779621124268,1.3080337047576904,0.39214444160461426,1628,12776,1.0,0.01888020895421505,2500608.0,29.39713478088379,664.940368615,0.9581689238548279,1746192765.172847,-0.37499213218688965,1627,0.630859375
42.86503601074219,1.9533779621124268,1.2983496189117432,0.3665212392807007,1645,12912,1.0,0.02018229104578495,2526720.0,28.69140625,671.347217378,0.9581689238548279,1746192771.5797014,-0.46143126487731934,1644,0.6354166865348816
42.86503601074219,1.9533779621124268,1.3183364868164062,0.3487139344215393,1657,13008,1.0,0.01888020895421505,2545152.0,29.38346290588379,675.878637893,0.9581689238548279,1746192776.111107,-0.5335880517959595,1656,0.6477864384651184
42.86503601074219,1.9533779621124268,1.3502603769302368,0.3616074025630951,1659,13024,1.0,0.01627604104578495,2548224.0,29.64908790588379,676.630298662,0.9581689238548279,1746192776.8627534,-0.5497794151306152,1658,0.6751301884651184
