grad_steps,qvals,returned_episode_lengths,returned_won_episode,update_steps,returned_episode,_step,test_returned_won_episode,test_returned_episode_returns,loss,test_returned_episode_lengths,_runtime,env_step,returned_episode_returns,_timestamp,test_returned_episode
5512,-0.023670833557844162,29.806642532348633,0.03515625,720,0.01692708395421505,719,0.01233616005629301,0.6349490284919739,0.050086721777915955,40.909019470214844,378.281969621,1105920,0.4675021767616272,1747613816.0727081,1.0
5568,-0.02252081036567688,26.44075584411621,0.0006510416860692203,727,0.0221354179084301,726,0.01233616005629301,0.6349490284919739,0.06967025250196457,40.909019470214844,381.505614083,1116672,0.4090404212474823,1747613819.296313,1.0
5592,-0.038091789931058884,26.740886688232422,0.02343750186264515,730,0.02148437686264515,729,0.01233616005629301,0.6349490284919739,0.08533073961734772,40.909019470214844,382.883219316,1121280,0.4811817407608032,1747613820.6738849,1.0
5656,-0.058234237134456635,28.55794334411621,0.0416666679084301,738,0.02083333395421505,737,0.01233616005629301,0.6349490284919739,0.06218370795249939,40.909019470214844,386.571624174,1133568,0.5633174180984497,1747613824.3623245,1.0
5728,-0.07110734283924103,27.422527313232422,0.1529947966337204,747,0.02083333395421505,746,0.01233616005629301,0.6349490284919739,0.05367813631892204,40.909019470214844,390.716583119,1147392,0.6768697500228882,1747613828.5073943,1.0
6048,-0.27207356691360474,27.195314407348633,0.02343750186264515,787,0.02148437686264515,786,0.01233616005629301,0.6349490284919739,0.14934809505939484,40.909019470214844,409.119357657,1208832,0.4599333107471466,1747613846.9101489,1.0
6144,-0.25993621349334717,28.877605438232422,0.1451822966337204,799,0.0201822929084301,798,0.01233616005629301,0.6349490284919739,0.0844624787569046,40.909019470214844,414.644345543,1227264,0.645948052406311,1747613852.4350653,1.0
6312,-0.24240970611572266,28.777345657348633,0.125,820,0.01953125186264515,819,0.01233616005629301,0.6349490284919739,0.07956904172897339,40.909019470214844,424.296487255,1259520,0.6655963063240051,1747613862.0873294,1.0
6392,-0.27612200379371643,29.97591209411621,0.0989583358168602,830,0.0162760429084301,829,0.01233616005629301,0.6349490284919739,0.10005171597003937,40.909019470214844,428.902191433,1274880,0.621802806854248,1747613866.692997,1.0
6544,-0.19809865951538086,28.818361282348633,0.1217447966337204,849,0.01888020895421505,848,0.01233616005629301,0.6349490284919739,0.14160297811031342,40.909019470214844,437.686817011,1304064,0.5744432210922241,1747613875.4776502,1.0
6832,-0.04781787097454071,29.82161521911621,0.1542968899011612,885,0.0182291679084301,884,0.01233616005629301,0.6349490284919739,0.15635254979133606,40.909019470214844,454.262641351,1359360,0.6996727585792542,1747613892.0534017,1.0
6992,-0.004607354290783405,30.750001907348633,0.1484375149011612,905,0.015625,904,0.01233616005629301,0.6349490284919739,0.13683414459228516,40.909019470214844,463.46960432,1390080,0.6875289678573608,1747613901.2603185,1.0
7136,-0.06738965958356857,27.162761688232422,0.28125,923,0.01953125186264515,922,0.01233616005629301,0.6349490284919739,0.08953042328357697,40.909019470214844,471.752238909,1417728,0.836243748664856,1747613909.5430727,1.0
7184,-0.04295048490166664,29.703777313232422,0.1041666716337204,929,0.01692708395421505,928,0.01233616005629301,0.6349490284919739,0.16933687031269073,40.909019470214844,474.515256051,1426944,0.6330860257148743,1747613912.3059287,1.0
7440,-0.027880720794200897,28.574871063232422,0.3164062798023224,961,0.01953125186264515,960,0.01233616005629301,0.6349490284919739,0.16005629301071167,40.909019470214844,489.248951734,1476096,0.9273198843002319,1747613927.0396073,1.0
7488,-0.16834776103496552,28.861330032348633,0.2337239682674408,967,0.0182291679084301,966,0.01233616005629301,0.6349490284919739,0.18281888961791992,40.909019470214844,492.009882156,1485312,0.7888390421867371,1747613929.800653,1.0
7520,-0.20646432042121887,28.514324188232422,0.3281250298023224,971,0.017578125,970,0.01233616005629301,0.6349490284919739,0.168145552277565,40.909019470214844,493.85230424,1491456,0.935349702835083,1747613931.6430323,1.0
7528,-0.2045454978942871,30.406251907348633,0.2591145932674408,972,0.015625,971,0.01233616005629301,0.6349490284919739,0.14059379696846008,40.909019470214844,494.312235668,1492992,0.8193804025650024,1747613932.103007,1.0
7568,-0.22301888465881348,27.14388084411621,0.2565104365348816,977,0.01953125186264515,976,0.562666654586792,1.4773125648498535,0.1678726226091385,45.12266540527344,496.726150232,1500672,0.8308703303337097,1747613934.5169096,1.0
7728,-0.2515639066696167,28.73763084411621,0.3190104365348816,997,0.0182291679084301,996,0.562666654586792,1.4773125648498535,0.18738797307014465,45.12266540527344,505.933900718,1531392,0.9274973273277283,1747613943.724742,1.0
7856,-0.23662589490413666,28.28059959411621,0.3411458432674408,1013,0.0162760429084301,1012,0.562666654586792,1.4773125648498535,0.18100911378860474,45.12266540527344,513.301861451,1555968,0.8709580898284912,1747613951.0925868,1.0
8040,-0.2435939759016037,28.451824188232422,0.4609375298023224,1036,0.017578125,1035,0.562666654586792,1.4773125648498535,0.24762681126594543,45.12266540527344,523.895292658,1591296,1.050053596496582,1747613961.6860886,1.0
8056,-0.2694128155708313,29.887371063232422,0.3626302182674408,1038,0.017578125,1037,0.562666654586792,1.4773125648498535,0.28705960512161255,45.12266540527344,524.819090135,1594368,0.9657962322235107,1747613962.609845,1.0
8088,-0.28193730115890503,28.486330032348633,0.4348958432674408,1042,0.01692708395421505,1041,0.562666654586792,1.4773125648498535,0.29193270206451416,45.12266540527344,526.662667861,1600512,1.014859676361084,1747613964.45338,1.0
8168,-0.250122606754303,29.277996063232422,0.4713541865348816,1052,0.017578125,1051,0.562666654586792,1.4773125648498535,0.29867008328437805,45.12266540527344,531.25788347,1615872,1.1171903610229492,1747613969.0486681,1.0
8208,-0.28163331747055054,30.147136688232422,0.3665364682674408,1057,0.015625,1056,0.562666654586792,1.4773125648498535,0.26549032330513,45.12266540527344,533.555710453,1623552,0.947529137134552,1747613971.3465073,1.0
8224,-0.3192465901374817,28.03450584411621,0.4322916865348816,1059,0.01692708395421505,1058,0.562666654586792,1.4773125648498535,0.2399122714996338,45.12266540527344,534.473912141,1626624,1.0265789031982422,1747613972.264673,1.0
8376,-0.4776608943939209,28.800783157348633,0.4674479365348816,1078,0.01692708395421505,1077,0.562666654586792,1.4773125648498535,0.280026912689209,45.12266540527344,543.229744263,1655808,1.081404685974121,1747613981.020532,1.0
8392,-0.4418242573738098,28.396486282348633,0.4264323115348816,1080,0.0182291679084301,1079,0.562666654586792,1.4773125648498535,0.28804871439933777,45.12266540527344,544.150856228,1658880,1.0399984121322632,1747613981.941598,1.0
8776,-0.6620773673057556,27.59700584411621,0.4121094048023224,1128,0.017578125,1127,0.562666654586792,1.4773125648498535,0.32305651903152466,45.12266540527344,566.235463345,1732608,0.9714226722717285,1747614004.0262609,1.0
8952,-0.6129498481750488,29.141277313232422,0.5514323115348816,1150,0.01692708395421505,1149,0.562666654586792,1.4773125648498535,0.33443450927734375,45.12266540527344,576.360806529,1766400,1.1853491067886353,1747614014.1515121,1.0
9000,-0.7917722463607788,28.822917938232422,0.4648437798023224,1156,0.017578125,1155,0.562666654586792,1.4773125648498535,0.4574734568595886,45.12266540527344,579.120244272,1775616,1.06058669090271,1747614016.9109018,1.0
9104,-0.9009243249893188,29.439455032348633,0.4707031548023224,1169,0.01692708395421505,1168,0.562666654586792,1.4773125648498535,0.374580442905426,45.12266540527344,585.096264052,1795584,1.0535242557525635,1747614022.8869596,1.0
9432,-0.8106204271316528,29.268230438232422,0.3932291865348816,1210,0.0162760429084301,1209,0.562666654586792,1.4773125648498535,0.3736404478549957,45.12266540527344,603.955499963,1858560,1.0210533142089844,1747614041.7462814,1.0
9448,-0.8354470729827881,29.218751907348633,0.4537760615348816,1212,0.0162760429084301,1211,0.562666654586792,1.4773125648498535,0.3823622465133667,45.12266540527344,604.875514485,1861632,1.0471062660217285,1747614042.6662464,1.0
9512,-0.8084763884544373,29.95052146911621,0.4049479365348816,1220,0.01692708395421505,1219,0.562666654586792,1.4773125648498535,0.38250502943992615,45.12266540527344,608.568732418,1873920,1.0192266702651978,1747614046.359501,1.0
9600,-0.772140622138977,29.309246063232422,0.513671875,1231,0.0162760429084301,1230,0.562666654586792,1.4773125648498535,0.38359981775283813,45.12266540527344,613.626634106,1890816,1.121930718421936,1747614051.4173532,1.0
9680,-0.7429629564285278,29.389324188232422,0.4472656548023224,1241,0.01692708395421505,1240,0.562666654586792,1.4773125648498535,0.38244277238845825,45.12266540527344,618.21978756,1906176,1.0434106588363647,1747614056.0104425,1.0
9704,-0.7455670237541199,28.352214813232422,0.4895833730697632,1244,0.017578125,1243,0.562666654586792,1.4773125648498535,0.3688749372959137,45.12266540527344,619.606693044,1910784,1.093381643295288,1747614057.397408,1.0
9776,-0.6692917943000793,29.461589813232422,0.541015625,1253,0.0182291679084301,1252,0.562666654586792,1.4773125648498535,0.4082352817058563,45.12266540527344,623.752966158,1924608,1.1973470449447632,1747614061.5437803,1.0
9880,-0.8018044233322144,30.328126907348633,0.5891927480697632,1266,0.015625,1265,0.562666654586792,1.4773125648498535,0.41033226251602173,45.12266540527344,629.730118096,1944576,1.219802975654602,1747614067.520919,1.0
10000,-0.7874991297721863,29.236330032348633,0.5279948115348816,1281,0.0162760429084301,1280,0.562666654586792,1.4773125648498535,0.3987562358379364,45.12266540527344,636.663231154,1967616,1.1093491315841675,1747614074.4539683,1.0
10056,-0.7181968688964844,30.479167938232422,0.4244791865348816,1288,0.01692708395421505,1287,0.562666654586792,1.4773125648498535,0.42344629764556885,45.12266540527344,639.887797159,1978368,1.044905185699463,1747614077.6784744,1.0
10136,-0.6303086280822754,28.78255271911621,0.5924479365348816,1298,0.017578125,1297,0.562666654586792,1.4773125648498535,0.5250977873802185,45.12266540527344,644.4916605,1993728,1.2294734716415405,1747614082.2823699,1.0
10264,-0.6157471537590027,28.76497459411621,0.4733073115348816,1314,0.0182291679084301,1313,0.8041958212852478,1.7779297828674316,0.4683806896209717,45.71940612792969,651.959370137,2018304,1.095990538597107,1747614089.750084,1.0
10544,-0.5982136726379395,28.84505271911621,0.4427083432674408,1349,0.01692708395421505,1348,0.8041958212852478,1.7779297828674316,0.3554242253303528,45.71940612792969,668.052300255,2072064,1.0424476861953735,1747614105.8429747,1.0
10632,-0.6147317886352539,29.099611282348633,0.4759114682674408,1360,0.01497395895421505,1359,0.8041958212852478,1.7779297828674316,0.35799628496170044,45.71940612792969,673.11349318,2088960,1.0276864767074585,1747614110.904229,1.0
10712,-0.600236177444458,28.824220657348633,0.4921875298023224,1370,0.01888020895421505,1369,0.8041958212852478,1.7779297828674316,0.3514803647994995,45.71940612792969,677.727641865,2104320,1.1149753332138062,1747614115.5183365,1.0
10768,-0.5679217576980591,28.83333396911621,0.3795573115348816,1377,0.01497395895421505,1376,0.8041958212852478,1.7779297828674316,0.3610508143901825,45.71940612792969,680.939868085,2115072,0.8992871046066284,1747614118.7306917,1.0
10784,-0.5146499872207642,29.84700584411621,0.4342448115348816,1379,0.01692708395421505,1378,0.8041958212852478,1.7779297828674316,0.3390980362892151,45.71940612792969,681.855036135,2118144,1.0558103322982788,1747614119.6458166,1.0
10800,-0.5929533243179321,29.05013084411621,0.521484375,1381,0.01692708395421505,1380,0.8041958212852478,1.7779297828674316,0.45788782835006714,45.71940612792969,682.773121884,2121216,1.1529757976531982,1747614120.5638502,1.0
10864,-0.5811433792114258,28.95052146911621,0.5416666865348816,1389,0.01497395895421505,1388,0.8041958212852478,1.7779297828674316,0.4514926075935364,45.71940612792969,686.456804839,2133504,1.1449856758117676,1747614124.2475402,1.0
10912,-0.7022820711135864,28.957683563232422,0.4661458432674408,1395,0.01692708395421505,1394,0.8041958212852478,1.7779297828674316,0.4177014231681824,45.71940612792969,689.210155105,2142720,1.0783087015151978,1747614127.0009098,1.0
10936,-0.769758403301239,29.318361282348633,0.3723958432674408,1398,0.0182291679084301,1397,0.8041958212852478,1.7779297828674316,0.4376375675201416,45.71940612792969,690.599162388,2147328,0.966438353061676,1747614128.3899858,1.0
10968,-0.7412707805633545,29.69270896911621,0.5123698115348816,1402,0.01692708395421505,1401,0.8041958212852478,1.7779297828674316,0.31586754322052,45.71940612792969,692.440409433,2153472,1.100874662399292,1747614130.2310965,1.0
11000,-0.7496179342269897,29.160808563232422,0.4973958730697632,1406,0.01888020895421505,1405,0.8041958212852478,1.7779297828674316,0.3073890507221222,45.71940612792969,694.286080708,2159616,1.1481726169586182,1747614132.076891,1.0
11144,-0.6777708530426025,28.27474021911621,0.4733073115348816,1424,0.015625,1423,0.8041958212852478,1.7779297828674316,0.3029210567474365,45.71940612792969,702.563819101,2187264,1.0597599744796753,1747614140.3545547,1.0
11216,-0.6594069600105286,29.586589813232422,0.5833333730697632,1433,0.0182291679084301,1432,0.8041958212852478,1.7779297828674316,0.34507930278778076,45.71940612792969,706.696330034,2201088,1.2247174978256226,1747614144.4870818,1.0
11296,-0.7249468564987183,29.367189407348633,0.6132813096046448,1443,0.01692708395421505,1442,0.8041958212852478,1.7779297828674316,0.5044125914573669,45.71940612792969,711.292586101,2216448,1.289075255393982,1747614149.0833719,1.0
11400,-0.5801713466644287,29.180339813232422,0.5143229365348816,1456,0.017578125,1455,0.8041958212852478,1.7779297828674316,0.28369635343551636,45.71940612792969,717.28591799,2236416,1.1161030530929565,1747614155.0766711,1.0
11600,-0.5551148653030396,30.950523376464844,0.5149739980697632,1481,0.01497395895421505,1480,0.8041958212852478,1.7779297828674316,0.30319565534591675,45.71940612792969,728.788503594,2274816,1.0877043008804321,1747614166.5792239,1.0
11664,-0.5341553688049316,28.908205032348633,0.6165364980697632,1489,0.0162760429084301,1488,0.8041958212852478,1.7779297828674316,0.2866628170013428,45.71940612792969,732.478842897,2287104,1.2335847616195679,1747614170.2695777,1.0
11880,-0.550387978553772,30.142580032348633,0.5345052480697632,1516,0.015625,1515,0.8041958212852478,1.7779297828674316,0.3135187327861786,45.71940612792969,744.899519827,2328576,1.1670312881469727,1747614182.690197,1.0
11920,-0.5444095134735107,28.38411521911621,0.4342448115348816,1521,0.01497395895421505,1520,0.8041958212852478,1.7779297828674316,0.289220929145813,45.71940612792969,747.200403851,2336256,0.9904695749282837,1747614184.991122,1.0
12000,-0.47565460205078125,29.48567771911621,0.4674479365348816,1531,0.015625,1530,0.8041958212852478,1.7779297828674316,0.4300711154937744,45.71940612792969,751.804174661,2351616,1.0251959562301636,1747614189.594982,1.0
12032,-0.4853495657444,30.248699188232422,0.5533854365348816,1535,0.0162760429084301,1534,0.8041958212852478,1.7779297828674316,0.6064310073852539,45.71940612792969,753.638993368,2357760,1.1665451526641846,1747614191.4296715,1.0
12168,-0.48893290758132935,29.22981834411621,0.4492187798023224,1552,0.01692708395421505,1551,0.8041958212852478,1.7779297828674316,0.622403621673584,45.71940612792969,761.44685658,2383872,1.0227186679840088,1747614199.2376475,1.0
12288,-0.5786303281784058,29.17317771911621,0.517578125,1567,0.01692708395421505,1566,0.8041958212852478,1.7779297828674316,0.3024137318134308,45.71940612792969,768.354160797,2406912,1.148865818977356,1747614206.144816,1.0
12304,-0.5788348913192749,29.033205032348633,0.4778646230697632,1569,0.01888020895421505,1568,0.8041958212852478,1.7779297828674316,0.30106979608535767,45.71940612792969,769.271141366,2409984,1.0790867805480957,1747614207.0616705,1.0
12352,-0.4953046143054962,30.330730438232422,0.51953125,1575,0.01497395895421505,1574,0.8041958212852478,1.7779297828674316,0.3399260640144348,45.71940612792969,772.031954286,2419200,1.096600890159607,1747614209.8225958,1.0
12368,-0.5459208488464355,30.10872459411621,0.4876302480697632,1577,0.015625,1576,0.8041958212852478,1.7779297828674316,0.31203725934028625,45.71940612792969,772.956425292,2422272,1.0642735958099365,1747614210.7471228,1.0
12648,-0.5224580764770508,29.886720657348633,0.5032552480697632,1612,0.01888020895421505,1611,0.8041958212852478,1.7779297828674316,0.2885524034500122,45.71940612792969,789.082970474,2476032,1.1275324821472168,1747614226.8730745,1.0
12736,-0.48003435134887695,28.138673782348633,0.4160156548023224,1623,0.017578125,1622,0.8041958212852478,1.7779297828674316,0.2643773555755615,45.71940612792969,794.162406751,2492928,0.9739893078804016,1747614231.9531462,1.0
12744,-0.48764652013778687,28.302736282348633,0.5670573115348816,1624,0.0182291679084301,1623,0.8041958212852478,1.7779297828674316,0.25914034247398376,45.71940612792969,794.622027566,2494464,1.2092081308364868,1747614232.4128587,1.0
12856,-0.4341515004634857,28.472658157348633,0.5201823115348816,1638,0.0182291679084301,1637,0.876454770565033,1.8614561557769775,0.2668781280517578,46.640106201171875,801.187361486,2515968,1.1362303495407104,1747614238.9779882,1.0
12880,-0.3307104706764221,29.394533157348633,0.5423177480697632,1641,0.017578125,1640,0.876454770565033,1.8614561557769775,0.32882097363471985,46.640106201171875,802.564516776,2520576,1.1770333051681519,1747614240.3552828,1.0
12896,-0.439942330121994,28.23567771911621,0.5384114980697632,1643,0.01888020895421505,1642,0.876454770565033,1.8614561557769775,0.28563225269317627,46.640106201171875,803.486319793,2523648,1.1528900861740112,1747614241.2770154,1.0
12968,-0.43965932726860046,29.627605438232422,0.525390625,1652,0.0162760429084301,1651,0.876454770565033,1.8614561557769775,0.28595176339149475,46.640106201171875,807.616750467,2537472,1.124755620956421,1747614245.407496,1.0
13048,-0.5252829194068909,28.840496063232422,0.5475260615348816,1662,0.01497395895421505,1661,0.876454770565033,1.8614561557769775,0.26109716296195984,46.640106201171875,812.224318519,2552832,1.142059326171875,1747614250.0149407,1.0
13408,-0.4991973638534546,29.60481834411621,0.5110677480697632,1707,0.01692708395421505,1706,0.876454770565033,1.8614561557769775,0.33697497844696045,46.640106201171875,832.952469421,2621952,1.114923119544983,1747614270.7432153,1.0
13432,-0.4732065796852112,30.18880271911621,0.4179687798023224,1710,0.01692708395421505,1709,0.876454770565033,1.8614561557769775,0.3294920027256012,46.640106201171875,834.334943466,2626560,1.0198818445205688,1747614272.1257217,1.0
13440,-0.48114722967147827,28.89388084411621,0.5631510615348816,1711,0.0162760429084301,1710,0.876454770565033,1.8614561557769775,0.36454784870147705,46.640106201171875,834.798133061,2628096,1.1638728380203247,1747614272.5887606,1.0
13584,-0.44744059443473816,30.378908157348633,0.5319010615348816,1729,0.01692708395421505,1728,0.876454770565033,1.8614561557769775,0.34356430172920227,46.640106201171875,843.064878002,2655744,1.1360507011413574,1747614280.8556786,1.0
