rng2767815671/returned_episode_lengths,env_step,rng2767815671/qvals,rng2767815671/update_steps,_step,qvals,rng2767815671/returned_episode,rng2767815671/returned_episode_returns,returned_episode,test_returned_episode,rng2767815671/test_returned_episode,rng2767815671/grad_steps,returned_won_episode,loss,test_returned_episode_returns,update_steps,rng2767815671/test_returned_episode_lengths,rng2767815671/test_returned_won_episode,returned_episode_lengths,returned_episode_returns,test_returned_won_episode,grad_steps,rng2767815671/loss,_runtime,rng2767815671/returned_won_episode,_timestamp,test_returned_episode_lengths,rng2767815671/env_step,rng2767815671/test_returned_episode_returns
31.111980438232422,158208.0,0.7082129120826721,103,102,0.7082129120826721,0.015625,0.14787691831588745,0.015625,1.0,1.0,576,0.0,0.03716622292995453,0.02511768415570259,103,24.11228370666504,0.0,31.111980438232422,0.14787691831588745,0.0,576,0.03716622292995453,78.779368519,0.0,1746183527.8531563,24.11228370666504,158208.0,0.02511768415570259
30.80208396911621,164352.0,0.6437742710113525,107,106,0.6437742710113525,0.01497395895421505,0.15410633385181427,0.01497395895421505,1.0,1.0,608,0.0,0.012512421235442162,0.02511768415570259,107,24.11228370666504,0.0,30.80208396911621,0.15410633385181427,0.0,608,0.012512421235442162,80.366366655,0.0,1746183529.440144,24.11228370666504,164352.0,0.02511768415570259
30.4765625,168960.0,0.6758171319961548,110,109,0.6758171319961548,0.015625,0.14626191556453705,0.015625,1.0,1.0,632,0.0,0.011097142472863197,0.02511768415570259,110,24.11228370666504,0.0,30.4765625,0.14626191556453705,0.0,632,0.011097142472863197,81.556869815,0.0,1746183530.630649,24.11228370666504,168960.0,0.02511768415570259
30.412761688232422,187392.0,0.7224344611167908,122,121,0.7224344611167908,0.01497395895421505,0.13094203174114227,0.01497395895421505,1.0,1.0,728,0.0,0.041075751185417175,0.02511768415570259,122,24.11228370666504,0.0,30.412761688232422,0.13094203174114227,0.0,728,0.041075751185417175,86.30690003,0.0,1746183535.380667,24.11228370666504,187392.0,0.02511768415570259
30.921875,199680.0,0.7244693040847778,130,129,0.7244693040847778,0.01497395895421505,0.1605233997106552,0.01497395895421505,1.0,1.0,792,0.0,0.016222476959228516,0.02511768415570259,130,24.11228370666504,0.0,30.921875,0.1605233997106552,0.0,792,0.016222476959228516,89.474504468,0.0,1746183538.548271,24.11228370666504,199680.0,0.02511768415570259
31.546875,230400.0,0.7380393743515015,150,149,0.7380393743515015,0.01497395895421505,0.1621273308992386,0.01497395895421505,1.0,1.0,952,0.0,0.02267773449420929,0.02511768415570259,150,24.11228370666504,0.0,31.546875,0.1621273308992386,0.0,952,0.02267773449420929,97.395592023,0.0,1746183546.4693642,24.11228370666504,230400.0,0.02511768415570259
31.69921875,258048.0,0.6819897890090942,168,167,0.6819897890090942,0.01497395895421505,0.16001945734024048,0.01497395895421505,1.0,1.0,1096,0.0,0.025551144033670425,0.02511768415570259,168,24.11228370666504,0.0,31.69921875,0.16001945734024048,0.0,1096,0.025551144033670425,104.527645649,0.0,1746183553.601409,24.11228370666504,258048.0,0.02511768415570259
31.74609375,278016.0,0.7218019962310791,181,180,0.7218019962310791,0.015625,0.17192164063453674,0.015625,1.0,1.0,1200,0.0,0.06162642315030098,0.02511768415570259,181,24.11228370666504,0.0,31.74609375,0.17192164063453674,0.0,1200,0.06162642315030098,109.67651033,0.0,1746183558.7502844,24.11228370666504,278016.0,0.02511768415570259
31.015625,285696.0,0.6962422132492065,186,185,0.6962422132492065,0.014322916977107525,0.17103785276412964,0.014322916977107525,1.0,1.0,1240,0.0,0.05019136518239975,0.02511768415570259,186,24.11228370666504,0.0,31.015625,0.17103785276412964,0.0,1240,0.05019136518239975,111.655890592,0.0,1746183560.7296534,24.11228370666504,285696.0,0.02511768415570259
31.59505271911621,307200.0,0.7288557887077332,200,199,0.7288557887077332,0.015625,0.1856098473072052,0.015625,1.0,1.0,1352,0.0,0.05012144893407822,0.02511768415570259,200,24.11228370666504,0.0,31.59505271911621,0.1856098473072052,0.0,1352,0.05012144893407822,117.205622477,0.0,1746183566.2792695,24.11228370666504,307200.0,0.02511768415570259
31.59895896911621,371712.0,0.8147101402282715,242,241,0.8147101402282715,0.01497395895421505,0.19811175763607025,0.01497395895421505,1.0,1.0,1688,0.0,0.061382342129945755,0.02511768415570259,242,24.11228370666504,0.0,31.59895896911621,0.19811175763607025,0.0,1688,0.061382342129945755,133.835803413,0.0,1746183582.909549,24.11228370666504,371712.0,0.02511768415570259
31.23958396911621,396288.0,0.8013653755187988,258,257,0.8013653755187988,0.01497395895421505,0.20648376643657684,0.01497395895421505,1.0,1.0,1816,0.0,0.052646517753601074,0.02511768415570259,258,24.11228370666504,0.0,31.23958396911621,0.20648376643657684,0.0,1816,0.052646517753601074,140.172261948,0.0,1746183589.2460341,24.11228370666504,396288.0,0.02511768415570259
31.725261688232422,414720.0,0.7744426131248474,270,269,0.7744426131248474,0.015625,0.21854686737060547,0.015625,1.0,1.0,1912,0.0,0.056693531572818756,0.02511768415570259,270,24.11228370666504,0.0,31.725261688232422,0.21854686737060547,0.0,1912,0.056693531572818756,144.927140532,0.0,1746183594.0009012,24.11228370666504,414720.0,0.02511768415570259
31.42317771911621,428544.0,0.792084813117981,279,278,0.792084813117981,0.01497395895421505,0.2105804681777954,0.01497395895421505,1.0,1.0,1984,0.0,0.0608709454536438,0.02511768415570259,279,24.11228370666504,0.0,31.42317771911621,0.2105804681777954,0.0,1984,0.0608709454536438,148.490104119,0.0,1746183597.5638728,24.11228370666504,428544.0,0.02511768415570259
31.52734375,442368.0,0.822135865688324,288,287,0.822135865688324,0.015625,0.22874252498149872,0.015625,1.0,1.0,2056,0.0,0.06043608486652374,0.02511768415570259,288,24.11228370666504,0.0,31.52734375,0.22874252498149872,0.0,2056,0.06043608486652374,152.054603567,0.0,1746183601.128356,24.11228370666504,442368.0,0.02511768415570259
31.29817771911621,459264.0,0.8337622880935669,299,298,0.8337622880935669,0.015625,0.23537763953208923,0.015625,1.0,1.0,2144,0.0,0.06497566401958466,0.02511768415570259,299,24.11228370666504,0.0,31.29817771911621,0.23537763953208923,0.0,2144,0.06497566401958466,156.417488889,0.0,1746183605.4912817,24.11228370666504,459264.0,0.02511768415570259
31.03255271911621,470016.0,0.8489853143692017,306,305,0.8489853143692017,0.015625,0.2186075896024704,0.015625,1.0,1.0,2200,0.0,0.0615425631403923,0.02511768415570259,306,24.11228370666504,0.0,31.03255271911621,0.2186075896024704,0.0,2200,0.0615425631403923,159.187439502,0.0,1746183608.2612207,24.11228370666504,470016.0,0.02511768415570259
30.401042938232422,485376.0,0.8874921798706055,316,315,0.8874921798706055,0.014322916977107525,0.21925859153270721,0.014322916977107525,1.0,1.0,2280,0.0,0.06442295014858246,0.02511768415570259,316,24.11228370666504,0.0,30.401042938232422,0.21925859153270721,0.0,2280,0.06442295014858246,163.145705021,0.0,1746183612.2194753,24.11228370666504,485376.0,0.02511768415570259
31.014324188232422,499200.0,0.9144980311393738,325,324,0.9144980311393738,0.015625,0.23096422851085663,0.015625,1.0,1.0,2352,0.0,0.06984582543373108,0.5562940239906311,325,54.858985900878906,0.0,31.014324188232422,0.23096422851085663,0.0,2352,0.06984582543373108,166.810250224,0.0,1746183615.8840153,54.858985900878906,499200.0,0.5562940239906311
31.296875,623616.0,0.9149222373962402,406,405,0.9149222373962402,0.015625,0.23833154141902924,0.015625,1.0,1.0,3000,0.0,0.04985740780830383,0.5562940239906311,406,54.858985900878906,0.0,31.296875,0.23833154141902924,0.0,3000,0.04985740780830383,198.898102128,0.0,1746183647.9718902,54.858985900878906,623616.0,0.5562940239906311
31.79427146911621,626688.0,0.9210995435714722,408,407,0.9210995435714722,0.01497395895421505,0.23760756850242615,0.01497395895421505,1.0,1.0,3016,0.0,0.0475844070315361,0.5562940239906311,408,54.858985900878906,0.0,31.79427146911621,0.23760756850242615,0.0,3016,0.0475844070315361,199.689724724,0.0,1746183648.763524,54.858985900878906,626688.0,0.5562940239906311
31.6328125,637440.0,0.8885441422462463,415,414,0.8885441422462463,0.01497395895421505,0.23227134346961975,0.01497395895421505,1.0,1.0,3072,0.0,0.04766612872481346,0.5562940239906311,415,54.858985900878906,0.0,31.6328125,0.23227134346961975,0.0,3072,0.04766612872481346,202.534646132,0.0,1746183651.60837,54.858985900878906,637440.0,0.5562940239906311
31.393230438232422,640512.0,0.8855990171432495,417,416,0.8855990171432495,0.015625,0.26478785276412964,0.015625,1.0,1.0,3088,0.0,0.04770006984472275,0.5562940239906311,417,54.858985900878906,0.0,31.393230438232422,0.26478785276412964,0.0,3088,0.04770006984472275,203.32896375,0.0,1746183652.4027338,54.858985900878906,640512.0,0.5562940239906311
31.51171875,642048.0,0.890756368637085,418,417,0.890756368637085,0.015625,0.2259458750486374,0.015625,1.0,1.0,3096,0.0,0.04549679905176163,0.5562940239906311,418,54.858985900878906,0.0,31.51171875,0.2259458750486374,0.0,3096,0.04549679905176163,203.725120931,0.0,1746183652.7988813,54.858985900878906,642048.0,0.5562940239906311
31.18099021911621,712704.0,0.8974779844284058,464,463,0.8974779844284058,0.01497395895421505,0.1825879067182541,0.01497395895421505,1.0,1.0,3464,0.0,0.11093586683273315,0.5562940239906311,464,54.858985900878906,0.0,31.18099021911621,0.1825879067182541,0.0,3464,0.11093586683273315,221.947426218,0.0,1746183671.0211835,54.858985900878906,712704.0,0.5562940239906311
31.4921875,723456.0,0.9187476634979248,471,470,0.9187476634979248,0.015625,0.2164476215839386,0.015625,1.0,1.0,3520,0.0,0.08570365607738495,0.5562940239906311,471,54.858985900878906,0.0,31.4921875,0.2164476215839386,0.0,3520,0.08570365607738495,224.722947633,0.0,1746183673.7966974,54.858985900878906,723456.0,0.5562940239906311
31.393230438232422,738816.0,0.9866514205932617,481,480,0.9866514205932617,0.015625,0.22314845025539398,0.015625,1.0,1.0,3600,0.0,0.05126293748617172,0.5562940239906311,481,54.858985900878906,0.0,31.393230438232422,0.22314845025539398,0.0,3600,0.05126293748617172,228.68347702,0.0,1746183677.757247,54.858985900878906,738816.0,0.5562940239906311
30.72786521911621,740352.0,0.9706240892410278,482,481,0.9706240892410278,0.015625,0.17466247081756592,0.015625,1.0,1.0,3608,0.0,0.03060261346399784,0.5562940239906311,482,54.858985900878906,0.0,30.72786521911621,0.17466247081756592,0.0,3608,0.03060261346399784,229.079536016,0.0,1746183678.1533053,54.858985900878906,740352.0,0.5562940239906311
31.60677146911621,748032.0,0.9617998003959656,487,486,0.9617998003959656,0.015625,0.1971173733472824,0.015625,1.0,1.0,3648,0.0,0.033876772969961166,0.5562940239906311,487,54.858985900878906,0.0,31.60677146911621,0.1971173733472824,0.0,3648,0.033876772969961166,231.070293981,0.0,1746183680.144068,54.858985900878906,748032.0,0.5562940239906311
31.16015625,752640.0,0.9189280271530151,490,489,0.9189280271530151,0.015625,0.20077675580978394,0.015625,1.0,1.0,3672,0.0,0.06299389898777008,0.5562940239906311,490,54.858985900878906,0.0,31.16015625,0.20077675580978394,0.0,3672,0.06299389898777008,232.258127922,0.0,1746183681.3319106,54.858985900878906,752640.0,0.5562940239906311
30.72265625,754176.0,0.8753249645233154,491,490,0.8753249645233154,0.01497395895421505,0.2093382328748703,0.01497395895421505,1.0,1.0,3680,0.0,0.04669332876801491,0.5562940239906311,491,54.858985900878906,0.0,30.72265625,0.2093382328748703,0.0,3680,0.04669332876801491,232.653876521,0.0,1746183681.7276578,54.858985900878906,754176.0,0.5562940239906311
31.55989646911621,772608.0,0.8576602935791016,503,502,0.8576602935791016,0.015625,0.1731232851743698,0.015625,1.0,1.0,3776,0.0,0.05134592205286026,0.5562940239906311,503,54.858985900878906,0.0,31.55989646911621,0.1731232851743698,0.0,3776,0.05134592205286026,237.405429824,0.0,1746183686.479221,54.858985900878906,772608.0,0.5562940239906311
31.865886688232422,791040.0,0.7353417277336121,515,514,0.7353417277336121,0.01497395895421505,0.21701502799987793,0.01497395895421505,1.0,1.0,3872,0.0,0.021731648594141006,0.5562940239906311,515,54.858985900878906,0.0,31.865886688232422,0.21701502799987793,0.0,3872,0.021731648594141006,242.161021786,0.0,1746183691.2347372,54.858985900878906,791040.0,0.5562940239906311
31.64192771911621,815616.0,0.7366278171539307,531,530,0.7366278171539307,0.015625,0.25646740198135376,0.015625,1.0,1.0,4000,0.0,0.027534332126379013,0.5562940239906311,531,54.858985900878906,0.0,31.64192771911621,0.25646740198135376,0.0,4000,0.027534332126379013,248.500147455,0.0,1746183697.573918,54.858985900878906,815616.0,0.5562940239906311
31.80859375,817152.0,0.709280252456665,532,531,0.709280252456665,0.015625,0.2267909049987793,0.015625,1.0,1.0,4008,0.0,0.11952221393585205,0.5562940239906311,532,54.858985900878906,0.0,31.80859375,0.2267909049987793,0.0,4008,0.11952221393585205,248.896367726,0.0,1746183697.9701188,54.858985900878906,817152.0,0.5562940239906311
31.006511688232422,821760.0,0.7762268781661987,535,534,0.7762268781661987,0.015625,0.244873046875,0.015625,1.0,1.0,4032,0.0,0.025749582797288895,0.5562940239906311,535,54.858985900878906,0.0,31.006511688232422,0.244873046875,0.0,4032,0.025749582797288895,250.084520669,0.0,1746183699.158296,54.858985900878906,821760.0,0.5562940239906311
31.30208396911621,824832.0,0.76987224817276,537,536,0.76987224817276,0.014322916977107525,0.18685047328472137,0.014322916977107525,1.0,1.0,4048,0.0,0.024426616728305817,0.5562940239906311,537,54.858985900878906,0.0,31.30208396911621,0.18685047328472137,0.0,4048,0.024426616728305817,250.879855548,0.0,1746183699.9536176,54.858985900878906,824832.0,0.5562940239906311
31.748699188232422,841728.0,0.7746874094009399,548,547,0.7746874094009399,0.015625,0.23012761771678925,0.015625,1.0,1.0,4136,0.0,0.024702217429876328,0.5562940239906311,548,54.858985900878906,0.0,31.748699188232422,0.23012761771678925,0.0,4136,0.024702217429876328,255.23541611,0.0,1746183704.3091743,54.858985900878906,841728.0,0.5562940239906311
31.45833396911621,847872.0,0.7823930978775024,552,551,0.7823930978775024,0.015625,0.24542176723480225,0.015625,1.0,1.0,4168,0.0,0.036838874220848083,0.5562940239906311,552,54.858985900878906,0.0,31.45833396911621,0.24542176723480225,0.0,4168,0.036838874220848083,256.8205179,0.0,1746183705.894295,54.858985900878906,847872.0,0.5562940239906311
31.609375,910848.0,0.7864325046539307,593,592,0.7864325046539307,0.014322916977107525,0.23977860808372498,0.014322916977107525,1.0,1.0,4496,0.0,0.01999705843627453,0.5562940239906311,593,54.858985900878906,0.0,31.609375,0.23977860808372498,0.0,4496,0.01999705843627453,273.06009499,0.0,1746183722.133835,54.858985900878906,910848.0,0.5562940239906311
31.79427146911621,918528.0,0.825431764125824,598,597,0.825431764125824,0.01497395895421505,0.22879022359848022,0.01497395895421505,1.0,1.0,4536,0.0,0.03338202089071274,0.5562940239906311,598,54.858985900878906,0.0,31.79427146911621,0.22879022359848022,0.0,4536,0.03338202089071274,275.040359844,0.0,1746183724.1141167,54.858985900878906,918528.0,0.5562940239906311
31.627605438232422,996864.0,0.7798447608947754,649,648,0.7798447608947754,0.014322916977107525,0.24927785992622375,0.014322916977107525,1.0,1.0,4944,0.0,0.018427258357405663,0.5562940239906311,649,54.858985900878906,0.0,31.627605438232422,0.24927785992622375,0.0,4944,0.018427258357405663,295.249523429,0.0,1746183744.323308,54.858985900878906,996864.0,0.5562940239906311
32.196617126464844,1024512.0,0.6302014589309692,667,666,0.6302014589309692,0.01497395895421505,0.23682385683059692,0.01497395895421505,1.0,1.0,5088,0.0,0.0303531251847744,0.4207451045513153,667,55.55075454711914,0.0,32.196617126464844,0.23682385683059692,0.0,5088,0.0303531251847744,302.479543906,0.0,1746183751.5533195,55.55075454711914,1024512.0,0.4207451045513153
31.29296875,1030656.0,0.5743195414543152,671,670,0.5743195414543152,0.01497395895421505,0.24647018313407898,0.01497395895421505,1.0,1.0,5120,0.0,0.030575372278690338,0.4207451045513153,671,55.55075454711914,0.0,31.29296875,0.24647018313407898,0.0,5120,0.030575372278690338,304.063108372,0.0,1746183753.1368735,55.55075454711914,1030656.0,0.4207451045513153
31.08724021911621,1036800.0,0.610932469367981,675,674,0.610932469367981,0.015625,0.26615196466445923,0.015625,1.0,1.0,5152,0.0,0.017814040184020996,0.4207451045513153,675,55.55075454711914,0.0,31.08724021911621,0.26615196466445923,0.0,5152,0.017814040184020996,305.64686444,0.0,1746183754.720629,55.55075454711914,1036800.0,0.4207451045513153
31.287761688232422,1039872.0,0.6154860854148865,677,676,0.6154860854148865,0.015625,0.269935667514801,0.015625,1.0,1.0,5168,0.0,0.01707741804420948,0.4207451045513153,677,55.55075454711914,0.0,31.287761688232422,0.269935667514801,0.0,5168,0.01707741804420948,306.438730106,0.0,1746183755.512513,55.55075454711914,1039872.0,0.4207451045513153
31.86328125,1058304.0,0.6205308437347412,689,688,0.6205308437347412,0.015625,0.2424682378768921,0.015625,1.0,1.0,5264,0.0,0.014682457782328129,0.4207451045513153,689,55.55075454711914,0.0,31.86328125,0.2424682378768921,0.0,5264,0.014682457782328129,311.189624023,0.0,1746183760.2633867,55.55075454711914,1058304.0,0.4207451045513153
31.998699188232422,1081344.0,0.48405224084854126,704,703,0.48405224084854126,0.01497395895421505,0.22460806369781494,0.01497395895421505,1.0,1.0,5384,0.0,0.02606394700706005,0.4207451045513153,704,55.55075454711914,0.0,31.998699188232422,0.22460806369781494,0.0,5384,0.02606394700706005,317.129180056,0.0,1746183766.202947,55.55075454711914,1081344.0,0.4207451045513153
31.432292938232422,1121280.0,0.3732282817363739,730,729,0.3732282817363739,0.013671875,0.23709702491760254,0.013671875,1.0,1.0,5592,0.0,0.025847598910331726,0.4207451045513153,730,55.55075454711914,0.0,31.432292938232422,0.23709702491760254,0.0,5592,0.025847598910331726,327.432863614,0.0,1746183776.5064883,55.55075454711914,1121280.0,0.4207451045513153
31.58984375,1152000.0,0.4045552611351013,750,749,0.4045552611351013,0.01497395895421505,0.22496609389781952,0.01497395895421505,1.0,1.0,5752,0.0,0.01775404065847397,0.4207451045513153,750,55.55075454711914,0.0,31.58984375,0.22496609389781952,0.0,5752,0.01775404065847397,335.361760555,0.0,1746183784.4355319,55.55075454711914,1152000.0,0.4207451045513153
31.45703125,1204224.0,0.4083038866519928,784,783,0.4083038866519928,0.01497395895421505,0.24299246072769165,0.01497395895421505,1.0,1.0,6024,0.0,0.01439499482512474,0.4207451045513153,784,55.55075454711914,0.0,31.45703125,0.24299246072769165,0.0,6024,0.01439499482512474,348.82488939,0.0,1746183797.89866,55.55075454711914,1204224.0,0.4207451045513153
31.932292938232422,1230336.0,0.415133535861969,801,800,0.415133535861969,0.015625,0.2796160876750946,0.015625,1.0,1.0,6160,0.0,0.01273568719625473,0.4207451045513153,801,55.55075454711914,0.0,31.932292938232422,0.2796160876750946,0.0,6160,0.01273568719625473,355.555242654,0.0,1746183804.629038,55.55075454711914,1230336.0,0.4207451045513153
31.4140625,1253376.0,0.40598708391189575,816,815,0.40598708391189575,0.015625,0.3043554127216339,0.015625,1.0,1.0,6280,0.0,0.012137891724705696,0.4207451045513153,816,55.55075454711914,0.0,31.4140625,0.3043554127216339,0.0,6280,0.012137891724705696,361.500198043,0.0,1746183810.5739584,55.55075454711914,1253376.0,0.4207451045513153
31.37109375,1299456.0,0.2687355577945709,846,845,0.2687355577945709,0.015625,0.2784222364425659,0.015625,1.0,1.0,6520,0.0,0.009770335629582405,0.4207451045513153,846,55.55075454711914,0.0,31.37109375,0.2784222364425659,0.0,6520,0.009770335629582405,373.40447597,0.0,1746183822.4782364,55.55075454711914,1299456.0,0.4207451045513153
31.7890625,1305600.0,0.2735207676887512,850,849,0.2735207676887512,0.015625,0.27799105644226074,0.015625,1.0,1.0,6552,0.0,0.01038224995136261,0.4207451045513153,850,55.55075454711914,0.0,31.7890625,0.27799105644226074,0.0,6552,0.01038224995136261,374.98805118,0.0,1746183824.0618057,55.55075454711914,1305600.0,0.4207451045513153
31.66796875,1308672.0,0.2789122760295868,852,851,0.2789122760295868,0.015625,0.2778205871582031,0.015625,1.0,1.0,6568,0.0,0.01167380902916193,0.4207451045513153,852,55.55075454711914,0.0,31.66796875,0.2778205871582031,0.0,6568,0.01167380902916193,375.782653272,0.0,1746183824.856312,55.55075454711914,1308672.0,0.4207451045513153
31.57161521911621,1336320.0,0.27119287848472595,870,869,0.27119287848472595,0.01497395895421505,0.2884844243526459,0.01497395895421505,1.0,1.0,6712,0.0,0.010540113784372807,0.4207451045513153,870,55.55075454711914,0.0,31.57161521911621,0.2884844243526459,0.0,6712,0.010540113784372807,382.917109025,0.0,1746183831.9908812,55.55075454711914,1336320.0,0.4207451045513153
31.39974021911621,1339392.0,0.2799850106239319,872,871,0.2799850106239319,0.01497395895421505,0.28209465742111206,0.01497395895421505,1.0,1.0,6728,0.0,0.013462944887578487,0.4207451045513153,872,55.55075454711914,0.0,31.39974021911621,0.28209465742111206,0.0,6728,0.013462944887578487,383.708908743,0.0,1746183832.7826974,55.55075454711914,1339392.0,0.4207451045513153
31.526042938232422,1359360.0,0.2916724383831024,885,884,0.2916724383831024,0.015625,0.2945356070995331,0.015625,1.0,1.0,6832,0.0,0.009183021262288094,0.4207451045513153,885,55.55075454711914,0.0,31.526042938232422,0.2945356070995331,0.0,6832,0.009183021262288094,388.856380938,0.0,1746183837.930152,55.55075454711914,1359360.0,0.4207451045513153
31.84505271911621,1362432.0,0.2846788465976715,887,886,0.2846788465976715,0.01497395895421505,0.29390645027160645,0.01497395895421505,1.0,1.0,6848,0.0,0.010386566631495953,0.4207451045513153,887,55.55075454711914,0.0,31.84505271911621,0.29390645027160645,0.0,6848,0.010386566631495953,389.648466216,0.0,1746183838.7222538,55.55075454711914,1362432.0,0.4207451045513153
27.074871063232422,1400832.0,0.14977267384529114,912,911,0.14977267384529114,0.02278645895421505,0.15687768161296844,0.02278645895421505,1.0,1.0,7048,0.0,0.023278653621673584,0.4207451045513153,912,55.55075454711914,0.0,27.074871063232422,0.15687768161296844,0.0,7048,0.023278653621673584,399.551064445,0.0,1746183848.624834,55.55075454711914,1400832.0,0.4207451045513153
31.440105438232422,1403904.0,0.12623140215873718,914,913,0.12623140215873718,0.015625,0.2734259366989136,0.015625,1.0,1.0,7064,0.0,0.01794671267271042,0.4207451045513153,914,55.55075454711914,0.0,31.440105438232422,0.2734259366989136,0.0,7064,0.01794671267271042,400.342470519,0.0,1746183849.4162552,55.55075454711914,1403904.0,0.4207451045513153
30.92578125,1408512.0,0.09320554882287979,917,916,0.09320554882287979,0.015625,0.20635747909545898,0.015625,1.0,1.0,7088,0.0,0.061417579650878906,0.4207451045513153,917,55.55075454711914,0.0,30.92578125,0.20635747909545898,0.0,7088,0.061417579650878906,401.533443695,0.0,1746183850.6072237,55.55075454711914,1408512.0,0.4207451045513153
31.04296875,1423872.0,0.07421282678842545,927,926,0.07421282678842545,0.015625,0.28040313720703125,0.015625,1.0,1.0,7168,0.0,0.01051485724747181,0.4207451045513153,927,55.55075454711914,0.0,31.04296875,0.28040313720703125,0.0,7168,0.01051485724747181,405.490719742,0.0,1746183854.5645041,55.55075454711914,1423872.0,0.4207451045513153
30.34505271911621,1453056.0,0.09334690868854523,946,945,0.09334690868854523,0.015625,0.3147021532058716,0.015625,1.0,1.0,7320,0.0,0.008770490996539593,0.4207451045513153,946,55.55075454711914,0.0,30.34505271911621,0.3147021532058716,0.0,7320,0.008770490996539593,413.012999454,0.0,1746183862.0867546,55.55075454711914,1453056.0,0.4207451045513153
31.13802146911621,1459200.0,0.09336229413747787,950,949,0.09336229413747787,0.015625,0.3150100111961365,0.015625,1.0,1.0,7352,0.0,0.00842500850558281,0.4207451045513153,950,55.55075454711914,0.0,31.13802146911621,0.3150100111961365,0.0,7352,0.00842500850558281,414.596086463,0.0,1746183863.6698384,55.55075454711914,1459200.0,0.4207451045513153
