_runtime,update_steps,test_returned_won_episode,returned_episode_returns,test_returned_episode_returns,returned_episode_lengths,env_step,returned_episode,grad_steps,test_returned_episode_lengths,qvals,test_returned_episode,_step,_timestamp,loss,returned_won_episode
313.292528549,735,0.0,0.16306550800800323,0.02676895633339882,31.065105438232422,1128960.0,0.01497395895421505,5632,65.7862548828125,1.142554521560669,1.0,734,1746164481.2922328,0.17277735471725464,0.0
320.170363671,756,0.0,0.20541417598724365,0.02676895633339882,31.804689407348633,1161216.0,0.01497395895421505,5800,65.7862548828125,1.1002230644226074,1.0,755,1746164488.1700613,0.22452449798583984,0.0
329.357015943,784,0.0,0.19911561906337738,0.02676895633339882,32.321617126464844,1204224.0,0.01497395895421505,6024,65.7862548828125,1.1085302829742432,1.0,783,1746164497.3563275,0.20927461981773376,0.0
330.33609898,787,0.0,0.21674364805221558,0.02676895633339882,32.01171875,1208832.0,0.014322916977107525,6048,65.7862548828125,1.1048710346221924,1.0,786,1746164498.33576,0.20563802123069763,0.0
341.124128496,820,0.0,0.23620600998401642,0.02676895633339882,32.29948043823242,1259520.0,0.01302083395421505,6312,65.7862548828125,1.1798491477966309,1.0,819,1746164509.1238122,0.09973091632127762,0.0
356.83175403,868,0.0,0.27485617995262146,0.02676895633339882,31.837242126464844,1333248.0,0.012369791977107525,6696,65.7862548828125,1.0245563983917236,1.0,867,1746164524.831468,0.06646397709846497,0.0
359.450058909,876,0.0,0.2645095884799957,0.02676895633339882,32.01171875,1345536.0,0.01302083395421505,6760,65.7862548828125,1.0013145208358765,1.0,875,1746164527.4496567,0.06323499977588654,0.0
366.010494834,896,0.0,0.29383009672164917,0.02676895633339882,32.13151168823242,1376256.0,0.01497395895421505,6920,65.7862548828125,0.9957858324050903,1.0,895,1746164534.0101883,0.06364256143569946,0.0
368.947263022,905,0.0,0.2772350311279297,0.02676895633339882,30.985679626464844,1390080.0,0.011718750931322575,6992,65.7862548828125,1.0357861518859863,1.0,904,1746164536.946959,0.06377921253442764,0.0
371.256558571,912,0.0,0.24706688523292542,0.02676895633339882,30.529949188232422,1400832.0,0.011718750931322575,7048,65.7862548828125,1.034135341644287,1.0,911,1746164539.2560444,0.06611630320549011,0.0
381.727952115,944,0.0,0.29642871022224426,0.02676895633339882,30.514324188232422,1449984.0,0.011718750931322575,7304,65.7862548828125,0.9791193604469299,1.0,943,1746164549.7275975,0.06624676287174225,0.0
391.568869764,974,0.0,0.32182058691978455,0.02676895633339882,32.149742126464844,1496064.0,0.01497395895421505,7544,65.7862548828125,0.9974535703659058,1.0,973,1746164559.5685422,0.06619597971439362,0.0
404.385558598,1013,0.0,0.34751564264297485,0.6462076306343079,32.1015625,1555968.0,0.01497395895421505,7856,68.51791381835938,0.9399148225784302,1.0000001192092896,1012,1746164572.3852417,0.057939767837524414,0.0
407.97953626,1024,0.0,0.2542684078216553,0.6462076306343079,28.769533157348633,1572864.0,0.01106770895421505,7944,68.51791381835938,1.0246844291687012,1.0000001192092896,1023,1746164575.979176,0.05870470404624939,0.0
414.224390628,1043,0.0,0.3324001431465149,0.6462076306343079,32.173179626464844,1602048.0,0.01302083395421505,8096,68.51791381835938,1.0208251476287842,1.0000001192092896,1042,1746164582.2240834,0.05442066863179207,0.0
415.527900245,1047,0.0,0.26700201630592346,0.6462076306343079,29.722658157348633,1608192.0,0.010416666977107525,8128,68.51791381835938,1.0175755023956299,1.0000001192092896,1046,1746164583.5276062,0.0508570671081543,0.0
415.854373522,1048,0.0,0.24943147599697113,0.6462076306343079,28.873699188232422,1609728.0,0.010416666977107525,8136,68.51791381835938,1.0076162815093994,1.0000001192092896,1047,1746164583.8539996,0.05008886009454727,0.0
417.180673095,1052,0.0,0.29586273431777954,0.6462076306343079,29.56380271911621,1615872.0,0.009765625931322575,8168,68.51791381835938,1.0225040912628174,1.0000001192092896,1051,1746164585.1803443,0.05142427980899811,0.0
439.843691297,1121,0.0,0.307617723941803,0.6462076306343079,30.580730438232422,1721856.0,0.010416666977107525,8720,68.51791381835938,1.1419835090637207,1.0000001192092896,1120,1746164607.8431892,0.040956124663352966,0.0
442.147544561,1128,0.0,0.3344598710536957,0.6462076306343079,32.30729293823242,1732608.0,0.01106770895421505,8776,68.51791381835938,1.1162540912628174,1.0000001192092896,1127,1746164610.1472497,0.04456554353237152,0.0
453.686464193,1163,0.0,0.29217636585235596,0.6462076306343079,32.01432418823242,1786368.0,0.014322916977107525,9056,68.51791381835938,1.1496483087539673,1.0000001192092896,1162,1746164621.6859074,0.03648443892598152,0.0
456.640690262,1172,0.0,0.2468329221010208,0.6462076306343079,29.359376907348633,1800192.0,0.00911458395421505,9128,68.51791381835938,1.130730390548706,1.0000001192092896,1171,1746164624.6403673,0.028238730505108833,0.0
457.950476942,1176,0.0,0.29438385367393494,0.6462076306343079,31.585939407348633,1806336.0,0.011718750931322575,9160,68.51791381835938,1.0462939739227295,1.0000001192092896,1175,1746164625.9501402,0.047235436737537384,0.0
461.602443159,1187,0.0,0.2764538526535034,0.6462076306343079,28.97395896911621,1823232.0,0.009765625931322575,9248,68.51791381835938,1.0643441677093506,1.0000001192092896,1186,1746164629.60212,0.0315704420208931,0.0
461.931460201,1188,0.0,0.2778018116950989,0.6462076306343079,30.820314407348633,1824768.0,0.009765625931322575,9256,68.51791381835938,1.0599262714385986,1.0000001192092896,1187,1746164629.9311457,0.0328751765191555,0.0
465.906894235,1200,0.0,0.32620927691459656,0.6462076306343079,31.378908157348633,1843200.0,0.012369791977107525,9352,68.51791381835938,0.9691741466522217,1.0000001192092896,1199,1746164633.9064927,0.02599676139652729,0.0
467.877202783,1206,0.0,0.3144352436065674,0.6462076306343079,31.867189407348633,1852416.0,0.011718750931322575,9400,68.51791381835938,0.952609121799469,1.0000001192092896,1205,1746164635.8769035,0.03144560009241104,0.0
472.185192134,1219,0.0,0.38070446252822876,0.6462076306343079,31.317710876464844,1872384.0,0.00911458395421505,9504,68.51791381835938,0.8767828941345215,1.0000001192092896,1218,1746164640.184861,0.040451906621456146,0.03125
474.811417236,1227,0.0,0.3288489282131195,0.6462076306343079,31.013023376464844,1884672.0,0.008463541977107525,9568,68.51791381835938,0.9226343631744385,1.0000001192092896,1226,1746164642.8110833,0.024783194065093994,0.0
477.144488735,1234,0.0,0.32036489248275757,0.6462076306343079,30.647136688232422,1895424.0,0.008463541977107525,9624,68.51791381835938,0.9640558958053589,1.0000001192092896,1233,1746164645.1439717,0.040201351046562195,0.0
477.803854305,1236,0.0,0.35586613416671753,0.6462076306343079,32.055992126464844,1898496.0,0.00911458395421505,9640,68.51791381835938,0.9946665167808533,1.0000001192092896,1235,1746164645.8034582,0.035199422389268875,0.0
481.122139094,1246,0.0,0.32576972246170044,0.6462076306343079,31.023439407348633,1913856.0,0.009765625931322575,9720,68.51791381835938,0.9556959867477417,1.0000001192092896,1245,1746164649.1218216,0.028653496876358986,0.0
482.764207588,1251,0.0,0.32708755135536194,0.6462076306343079,30.625001907348633,1921536.0,0.0078125,9760,68.51791381835938,0.9567475318908691,1.0000001192092896,1250,1746164650.7638507,0.023280099034309387,0.0
488.047738052,1267,0.0,0.3146628141403198,0.6462076306343079,30.601564407348633,1946112.0,0.0078125,9888,68.51791381835938,0.8855059742927551,1.0000001192092896,1266,1746164656.0473902,0.027660395950078964,0.0
496.362022575,1292,0.0,0.32357197999954224,0.6462076306343079,31.536460876464844,1984512.0,0.008463541977107525,10088,68.51791381835938,0.8245522975921631,1.0000001192092896,1291,1746164664.3614767,0.02607616037130356,0.0
498.364979283,1298,0.0,0.3471579849720001,0.6462076306343079,30.05989646911621,1993728.0,0.008463541977107525,10136,68.51791381835938,0.8667656183242798,1.0000001192092896,1297,1746164666.364642,0.03202633559703827,0.02929687686264515
500.079162972,1303,0.05671077221632004,0.3156627118587494,0.8572103977203369,30.708335876464844,2001408.0,0.008463541977107525,10176,77.198486328125,0.8507603406906128,1.0,1302,1746164668.078792,0.037928834557533264,0.0
506.361120684,1322,0.05671077221632004,0.3216082453727722,0.8572103977203369,30.927085876464844,2030592.0,0.008463541977107525,10328,77.198486328125,0.8636301755905151,1.0,1321,1746164674.3606951,0.03394012153148651,0.0
509.326647934,1331,0.05671077221632004,0.3846733868122101,0.8572103977203369,31.074220657348633,2044416.0,0.011718750931322575,10400,77.198486328125,0.7904499769210815,1.0,1330,1746164677.3262498,0.0380219891667366,0.0481770858168602
512.302688248,1340,0.05671077221632004,0.3586442172527313,0.8572103977203369,31.381511688232422,2058240.0,0.008463541977107525,10472,77.198486328125,0.8484710454940796,1.0,1339,1746164680.3023376,0.03020598739385605,0.02278645895421505
512.959557157,1342,0.05671077221632004,0.3532582223415375,0.8572103977203369,31.997398376464844,2061312.0,0.009765625931322575,10488,77.198486328125,0.8369235992431641,1.0,1341,1746164680.9592097,0.03906074911355972,0.0
517.617414543,1356,0.05671077221632004,0.42528802156448364,0.8572103977203369,30.381511688232422,2082816.0,0.00911458395421505,10600,77.198486328125,0.8227715492248535,1.0,1355,1746164685.616918,0.047932256013154984,0.0839843824505806
526.226021262,1382,0.05671077221632004,0.4184670150279999,0.8572103977203369,30.768230438232422,2122752.0,0.009765625931322575,10808,77.198486328125,0.7142559289932251,1.0,1381,1746164694.2256215,0.04333256930112839,0.0618489608168602
526.882690243,1384,0.05671077221632004,0.36444756388664246,0.8572103977203369,31.380210876464844,2125824.0,0.008463541977107525,10824,77.198486328125,0.6616669297218323,1.0,1383,1746164694.8821301,0.039035022258758545,0.033203125
530.833009152,1396,0.05671077221632004,0.3615484833717346,0.8572103977203369,29.854167938232422,2144256.0,0.008463541977107525,10920,77.198486328125,0.7053625583648682,1.0,1395,1746164698.8326197,0.049682341516017914,0.0481770858168602
533.176085298,1403,0.05671077221632004,0.3684152662754059,0.8572103977203369,30.986980438232422,2155008.0,0.010416666977107525,10976,77.198486328125,0.6452176570892334,1.0,1402,1746164701.175578,0.038652680814266205,0.02734375186264515
535.143935687,1409,0.05671077221632004,0.3613520860671997,0.8572103977203369,30.361980438232422,2164224.0,0.0078125,11024,77.198486328125,0.6590309143066406,1.0,1408,1746164703.1435835,0.045939069241285324,0.02734375186264515
540.103457692,1424,0.05671077221632004,0.3489103317260742,0.8572103977203369,28.144533157348633,2187264.0,0.0078125,11144,77.198486328125,0.5972933769226074,1.0,1423,1746164708.1030743,0.038859814405441284,0.0507812537252903
546.037541834,1442,0.05671077221632004,0.30481305718421936,0.8572103977203369,30.425783157348633,2214912.0,0.008463541977107525,11288,77.198486328125,0.4045860767364502,1.0,1441,1746164714.0371969,0.06373196095228195,0.0
547.023218523,1445,0.05671077221632004,0.3213534951210022,0.8572103977203369,30.11067771911621,2219520.0,0.008463541977107525,11312,77.198486328125,0.45741721987724304,1.0,1444,1746164715.022914,0.05779750272631645,0.0
554.272899293,1467,0.05671077221632004,0.3674642741680145,0.8572103977203369,28.601564407348633,2253312.0,0.008463541977107525,11488,77.198486328125,0.5160552859306335,1.0,1466,1746164722.2725625,0.03347265347838402,0.0657552108168602
556.596583363,1474,0.05671077221632004,0.44695115089416504,0.8572103977203369,29.13802146911621,2264064.0,0.00911458395421505,11544,77.198486328125,0.5375635623931885,1.0,1473,1746164724.5962317,0.03771594166755676,0.1074218824505806
561.214518502,1488,0.05671077221632004,0.3562915325164795,0.8572103977203369,30.128908157348633,2285568.0,0.0078125,11656,77.198486328125,0.5450220108032227,1.0,1487,1746164729.214178,0.056311801075935364,0.02864583395421505
571.777070835,1520,0.05671077221632004,0.34124284982681274,0.8572103977203369,30.819011688232422,2334720.0,0.00911458395421505,11912,77.198486328125,0.5688220262527466,1.0,1519,1746164739.7767682,0.048697829246520996,0.0
574.077071114,1527,0.05671077221632004,0.46781983971595764,0.8572103977203369,29.765626907348633,2345472.0,0.008463541977107525,11968,77.198486328125,0.5451609492301941,1.0,1526,1746164742.0767376,0.039605457335710526,0.1171875074505806
576.394729987,1534,0.05671077221632004,0.5520311594009399,0.8572103977203369,31.095054626464844,2356224.0,0.009765625931322575,12024,77.198486328125,0.5134013891220093,1.0,1533,1746164744.3943903,0.05314873903989792,0.1523437649011612
581.000196895,1548,0.05671077221632004,0.3370889723300934,0.8572103977203369,29.783855438232422,2377728.0,0.008463541977107525,12136,77.198486328125,0.43110191822052,1.0,1547,1746164748.9998336,0.09076002240180969,0.0319010429084301
581.337809239,1549,0.05671077221632004,0.5330812335014343,0.8572103977203369,30.453126907348633,2379264.0,0.009765625931322575,12144,77.198486328125,0.4250061810016632,1.0,1548,1746164749.337292,0.07485460489988327,0.1621093899011612
588.254937279,1570,0.05671077221632004,0.5841820240020752,0.8572103977203369,31.170574188232422,2411520.0,0.009765625931322575,12312,77.198486328125,0.4189474582672119,1.0,1569,1746164756.254616,0.060149166733026505,0.1868489682674408
590.224715265,1576,0.05671077221632004,0.5029407739639282,0.8572103977203369,29.45052146911621,2420736.0,0.00911458395421505,12360,77.198486328125,0.3820267915725708,1.0,1575,1746164758.224436,0.0729500949382782,0.1471354216337204
595.183734039,1591,0.05671077221632004,0.5602107048034668,0.8572103977203369,29.819011688232422,2443776.0,0.008463541977107525,12480,77.198486328125,0.43060263991355896,1.0,1590,1746164763.1833873,0.05144688859581947,0.2005208432674408
598.47598912,1601,0.05671077221632004,0.5135689377784729,0.8572103977203369,30.516929626464844,2459136.0,0.008463541977107525,12560,77.198486328125,0.42325010895729065,1.0,1600,1746164766.4755995,0.06918799132108688,0.13671875
600.117571042,1606,0.05671077221632004,0.5628055930137634,0.8572103977203369,31.083335876464844,2466816.0,0.008463541977107525,12600,77.198486328125,0.4101855754852295,1.0,1605,1746164768.117224,0.073727086186409,0.1783854216337204
604.083255391,1618,0.05671077221632004,0.45453259348869324,0.8572103977203369,30.897136688232422,2485248.0,0.008463541977107525,12696,77.198486328125,0.40765559673309326,1.0,1617,1746164772.0828798,0.07075444608926773,0.1054687574505806
604.412326456,1619,0.05671077221632004,0.5698481798171997,0.8572103977203369,30.779949188232422,2486784.0,0.00911458395421505,12704,77.198486328125,0.3924562931060791,1.0,1618,1746164772.4118762,0.07797560095787048,0.1699218899011612
611.443877161,1640,0.41442954540252686,0.5233075022697449,1.3138062953948975,31.333335876464844,2519040.0,0.010416666977107525,12872,72.6174545288086,0.40525585412979126,1.0,1639,1746164779.4435673,0.09979359805583954,0.126953125
612.104105865,1642,0.41442954540252686,0.43376487493515015,1.3138062953948975,30.611980438232422,2522112.0,0.008463541977107525,12888,72.6174545288086,0.41956156492233276,1.0,1641,1746164780.1036484,0.0805736780166626,0.0800781324505806
613.116398741,1645,0.41442954540252686,0.49220728874206543,1.3138062953948975,30.476564407348633,2526720.0,0.008463541977107525,12912,72.6174545288086,0.40345272421836853,1.0,1644,1746164781.1159947,0.08427238464355469,0.1321614682674408
614.758992881,1650,0.41442954540252686,0.4571852684020996,1.3138062953948975,30.13802146911621,2534400.0,0.0078125,12952,72.6174545288086,0.39644426107406616,1.0,1649,1746164782.7586493,0.09698891639709473,0.0898437574505806
616.071384944,1654,0.41442954540252686,0.5268449783325195,1.3138062953948975,30.171876907348633,2540544.0,0.008463541977107525,12984,72.6174545288086,0.39550238847732544,1.0,1653,1746164784.0710106,0.12771011888980865,0.1555989682674408
619.394584142,1664,0.41442954540252686,0.8056020736694336,1.3138062953948975,31.976564407348633,2555904.0,0.009765625931322575,13064,72.6174545288086,0.27123868465423584,1.0,1663,1746164787.3942344,0.09794652462005615,0.3300781548023224
629.303598218,1694,0.41442954540252686,0.5583101511001587,1.3138062953948975,30.09114646911621,2601984.0,0.0078125,13304,72.6174545288086,0.31133753061294556,1.0,1693,1746164797.3032656,0.10556255280971527,0.1914062649011612
641.255302978,1730,0.41442954540252686,0.7539367079734802,1.3138062953948975,31.828126907348633,2657280.0,0.00911458395421505,13592,72.6174545288086,0.11818590760231018,1.0,1729,1746164809.254927,0.15174195170402527,0.3164062798023224
641.585357097,1731,0.41442954540252686,0.5200427174568176,1.3138062953948975,30.22786521911621,2658816.0,0.00911458395421505,13600,72.6174545288086,0.11274601519107819,1.0,1730,1746164809.58483,0.14379210770130157,0.1458333432674408
