loss,test_returned_won_episode,grad_steps,returned_won_episode,returned_episode_returns,returned_episode,returned_episode_lengths,test_returned_episode,_timestamp,test_returned_episode_returns,test_returned_episode_lengths,qvals,update_steps,env_step,_runtime,_step
0.0,0.0,0,0.0,0.22001971304416656,0.02148437686264515,26.335939407348633,0.9999999403953552,1746449829.7709205,0.14345508813858032,26.75081443786621,0.0,21,32256.0,71.879470895,20
0.0,0.0,0,0.0,0.18334585428237915,0.02083333395421505,25.250652313232422,0.9999999403953552,1746449829.9971542,0.14345508813858032,26.75081443786621,0.0,24,36864.0,72.105704142,23
0.029486272484064102,0.0,64,0.0,0.20116786658763885,0.02539062686264515,25.377605438232422,0.9999999403953552,1746449834.2264194,0.14345508813858032,26.75081443786621,-0.054284241050481796,39,59904.0,76.335014719,38
0.05504567176103592,0.0,288,0.0,0.22927628457546234,0.02083333395421505,26.619142532348633,0.9999999403953552,1746449847.1925209,0.14345508813858032,26.75081443786621,0.30784136056900024,67,102912.0,89.301078952,66
0.059442952275276184,0.0,400,0.0,0.26753076910972595,0.02148437686264515,27.48372459411621,0.9999999403953552,1746449853.6748724,0.14345508813858032,26.75081443786621,0.28720274567604065,81,124416.0,95.783466812,80
0.1468830555677414,0.0,424,0.0,0.19266152381896973,0.01888020895421505,26.15559959411621,0.9999999403953552,1746449855.0631309,0.14345508813858032,26.75081443786621,0.24953210353851318,84,129024.0,97.171715491,83
0.15640470385551453,0.0,440,0.0,0.26839613914489746,0.0221354179084301,26.047527313232422,0.9999999403953552,1746449855.9882925,0.14345508813858032,26.75081443786621,0.22987166047096252,86,132096.0,98.09685117,85
0.3113675117492676,0.0,1016,0.0,0.24129270017147064,0.0240885429084301,23.138673782348633,0.9999999403953552,1746449889.312505,0.14345508813858032,26.75081443786621,0.22606390714645386,158,242688.0,131.421088372,157
0.18925940990447998,0.0,1112,0.0,0.27440667152404785,0.02343750186264515,25.589845657348633,0.9999999403953552,1746449894.8677182,0.14345508813858032,26.75081443786621,0.19416110217571259,170,261120.0,136.976306118,169
0.2702057659626007,0.0,1136,0.0,0.23775728046894073,0.0201822929084301,26.387371063232422,0.9999999403953552,1746449896.256091,0.14345508813858032,26.75081443786621,0.18387170135974884,173,265728.0,138.364675665,172
0.3324139714241028,0.0,1328,0.0,0.20919711887836456,0.02083333395421505,25.47786521911621,0.9999999403953552,1746449907.3667514,0.14345508813858032,26.75081443786621,0.23810583353042603,197,302592.0,149.475370397,196
0.28090429306030273,0.0,1344,0.0,0.25474730134010315,0.0221354179084301,27.388673782348633,0.9999999403953552,1746449908.2922225,0.14345508813858032,26.75081443786621,0.2578800320625305,199,305664.0,150.400806104,198
0.4844208359718323,0.0,1504,0.0,0.28341567516326904,0.02148437686264515,25.687501907348633,0.9999999403953552,1746449917.550846,0.14345508813858032,26.75081443786621,0.27286845445632935,219,336384.0,159.659431009,218
0.611325740814209,0.0,1720,0.0,0.31578952074050903,0.0240885429084301,26.367839813232422,0.9999999403953552,1746449930.0495994,0.14345508813858032,26.75081443786621,0.263335257768631,246,377856.0,172.158216162,245
0.573859453201294,0.0,1736,0.0,0.2592531740665436,0.0221354179084301,26.926433563232422,0.9999999403953552,1746449930.9752202,0.14345508813858032,26.75081443786621,0.2857304811477661,248,380928.0,173.083789728,247
0.9038212299346924,0.0,1912,0.0,0.2691646218299866,0.01888020895421505,27.606121063232422,0.9999999403953552,1746449941.1621382,0.14345508813858032,26.75081443786621,0.29852956533432007,270,414720.0,183.270722807,269
0.5470049381256104,0.0,1976,0.01888020895421505,0.333437979221344,0.0221354179084301,26.83528709411621,0.9999999403953552,1746449944.865089,0.14345508813858032,26.75081443786621,0.3149700164794922,278,427008.0,186.97364988,277
0.5092171430587769,0.0,1984,0.0,0.25532159209251404,0.02148437686264515,24.615886688232422,0.9999999403953552,1746449945.3278773,0.14345508813858032,26.75081443786621,0.30676543712615967,279,428544.0,187.436442113,278
0.6246397495269775,0.0,2072,0.0,0.2811945080757141,0.02148437686264515,27.24739646911621,0.9999999403953552,1746449950.4199395,0.14345508813858032,26.75081443786621,0.3019508123397827,290,445440.0,192.528537432,289
0.6007319688796997,0.0,2144,0.0,0.29374250769615173,0.01953125186264515,27.43880271911621,0.9999999403953552,1746449954.5875742,0.14345508813858032,26.75081443786621,0.292959988117218,299,459264.0,196.696171816,298
0.5229120254516602,0.0,2264,0.0,0.2473069131374359,0.01888020895421505,27.781902313232422,0.9999999403953552,1746449961.5441105,0.14345508813858032,26.75081443786621,0.267038494348526,314,482304.0,203.652686393,313
1.2101582288742065,0.0,2328,0.0,0.30965572595596313,0.02083333395421505,27.201173782348633,0.9999999403953552,1746449965.2459965,0.14345508813858032,26.75081443786621,0.30568456649780273,322,494592.0,207.354576566,321
0.5779223442077637,0.0009107468067668378,2352,0.0,0.29965412616729736,0.02083333395421505,27.26497459411621,1.0,1746449966.7544026,0.41679811477661133,45.5,0.2762609124183655,325,499200.0,208.862976074,324
0.8663079738616943,0.0009107468067668378,2456,0.0,0.2743241786956787,0.01692708395421505,27.830080032348633,1.0,1746449972.7778437,0.41679811477661133,45.5,0.3084106743335724,338,519168.0,214.88647304,337
0.7210495471954346,0.0009107468067668378,2496,0.0,0.28020554780960083,0.0221354179084301,27.68684959411621,1.0,1746449975.0920625,0.41679811477661133,45.5,0.2918998599052429,343,526848.0,217.200632102,342
1.1367319822311401,0.0009107468067668378,2656,0.0,0.2834295332431793,0.0221354179084301,28.828126907348633,1.0,1746449984.3537538,0.41679811477661133,45.5,0.34318679571151733,363,557568.0,226.462362415,362
0.982658863067627,0.0009107468067668378,2752,0.0,0.2585134208202362,0.0201822929084301,23.746746063232422,1.0,1746449989.9104931,0.41679811477661133,45.5,0.3090019226074219,375,576000.0,232.01907748,374
0.8172708749771118,0.0009107468067668378,2856,0.0,0.35711562633514404,0.0221354179084301,26.05208396911621,1.0,1746449995.9398682,0.41679811477661133,45.5,0.3502689003944397,388,595968.0,238.048444046,387
1.0817480087280273,0.0009107468067668378,2904,0.0,0.27420592308044434,0.02278645895421505,26.386720657348633,1.0,1746449998.7184231,0.41679811477661133,45.5,0.32799452543258667,394,605184.0,240.827008379,393
1.500165343284607,0.0009107468067668378,3096,0.0,0.309055358171463,0.02148437686264515,25.838542938232422,1.0,1746450009.9638638,0.41679811477661133,45.5,0.33275848627090454,418,642048.0,252.07270107,417
1.3809421062469482,0.0009107468067668378,3104,0.0,0.2648756504058838,0.0201822929084301,26.011720657348633,1.0,1746450010.4268389,0.41679811477661133,45.5,0.3277703523635864,419,643584.0,252.535478896,418
1.2429790496826172,0.0009107468067668378,3160,0.0,0.30624374747276306,0.02083333395421505,26.103517532348633,1.0,1746450013.6697598,0.41679811477661133,45.5,0.3226468563079834,426,654336.0,255.778481894,425
1.2005877494812012,0.0009107468067668378,3192,0.0,0.3138127028942108,0.02083333395421505,26.642580032348633,1.0,1746450015.5221624,0.41679811477661133,45.5,0.32135194540023804,430,660480.0,257.630806772,429
1.1748905181884766,0.0009107468067668378,3248,0.0,0.2685941755771637,0.02148437686264515,26.414064407348633,1.0,1746450018.7646654,0.41679811477661133,45.5,0.3052186965942383,437,671232.0,260.87326443,436
